#CID ZCMB Type MJD_TRIGGER MWEBV
1106584 0.985568 - 60606.16 0.0655996
1262608 1.21701 SNIa 60177.363 0.0152797
1063170 1.24293 SNIIn 59855.023 0.0148792
1213996 1.24711 - 60199.152 0.01708
1222791 1.1942 SNIc 59978.082 0.0227784
1264574 1.44183 SNIa 60316.055 0.0224345
1055730 1.11615 SNIIn 60640.348 0.0337822
1159081 0.557173 SNIb 60162.254 0.0167726
1213923 0.417204 SNIc 60634.344 0.0582869
1060787 0.81981 SNIIn 60101.98 0.0322993
2016068 2.84817 SLSNI 60124.043 0.139966
1108250 1.30183 SNII 59776.062 0.15084
1109059 0.873776 SNII 60096.434 0.0222889
1214167 1.0627 SNIc 59656.406 0.238586
1211382 0.676051 SNIc 59698.969 0.0354507
1156754 1.43041 SNIb 60152.988 0.0407399
1158176 1.02683 SNIb 59603.332 0.0358826
2015605 1.61985 SLSNI 60589.023 0.0544859
1204515 1.02042 SNIc 60357.156 0.707122
1263403 1.58946 SNIa 59779.141 0.380323
1268581 1.26022 SNIa 60120.434 0.0145669
1053088 0.981921 SNIIn 59914.348 0.0342353
1165551 1.00629 SNIb 60002.297 0.0829025
1209691 0.298347 SNIc 60111.441 0.0117542
2011107 2.17732 SLSNI 60559.988 0.0301236
1116028 1.49083 SNII 60009.266 0.0517731
1272944 0.859231 SNIa 59952.039 0.0201206
2002423 2.46601 SLSNI 60367.336 0.0884065
1064831 0.959877 SNIIn 59862.371 0.297505
1060513 1.38233 SNIIn 60095.16 0.566137
1108524 1.39963 SNII 60318.359 0.031004
2017941 2.50839 SLSNI 60658.352 0.024294
1062244 1.1552 - 60461.418 0.0112043
1171435 1.33027 SNIb 59782.969 0.0171981
1259675 0.834413 - 60375.02 0.0167905
1208080 0.708764 SNIc 60568.34 0.0424687
1209271 1.13473 SNIc 60392.062 0.870089
2000044 2.43957 SLSNI 59797.387 0.014689
1219037 1.14433 SNIc 59962.305 0.0483358
1116120 1.41904 SNII 59860.289 0.0782523
1212347 0.972138 SNIc 60391.125 0.778409
1154054 0.808005 SNIb 59712.25 0.0630354
2009701 2.43693 SLSNI 59935.191 0.123135
1066658 0.996901 SNIIn 59793.32 0.0143108
1256213 1.33143 SNIa 60486.16 1.17476
1171036 1.03394 - 59653.207 0.0436133
1104193 0.628296 SNII 60458.438 0.0159347
1120051 0.480007 SNII 60446.387 0.0139165
2015046 1.05511 - 59770.289 0.0277924
2000560 1.72391 SLSNI 60659.355 0.0466459
1165414 0.775074 SNIb 60514.398 0.0233527
1219268 0.585757 SNIc 60640.348 0.0611954
1070952 1.16159 SNIIn 59668.41 0.358441
1054191 1.5219 SNIIn 60380.301 0.0800624
1108528 1.36061 SNII 60121.398 0.0103539
1267094 0.933389 SNIa 59972.367 0.076153
1216810 1.30361 SNIc 59583.352 0.0952194
1063980 0.749577 SNIIn 60350.258 0.0195338
1067723 1.27166 SNIIn 60003.395 0.124677
2018522 1.80619 - 60177.352 0.0202747
1121714 0.843209 - 59937.348 0.0760351
1215890 1.08277 SNIc 60096.027 0.0282689
1102966 0.590579 SNII 60280.035 0.0169455
1262711 1.42647 - 60461.309 0.0207935
1257836 1.37499 - 60082.43 0.0261286
2003295 2.3045 SLSNI 60158.344 0.0563743
1051021 0.482235 SNIIn 60045.387 0.0281164
1213235 1.29433 SNIc 59772.117 0.0923168
1272795 0.991199 SNIa 59917.238 0.287257
1067681 1.41119 SNIIn 59918.293 0.0557597
1053518 0.760209 SNIIn 59584.18 0.369191
1067387 1.5192 SNIIn 60144.199 0.0373399
2019305 1.81251 SLSNI 59783.258 0.0128548
1110075 1.3038 SNII 59713.105 0.0549834
1112820 1.09614 SNII 59621.238 0.150378
2019043 2.48187 SLSNI 60496.363 0.0188484
1110901 1.3176 SNII 59802.43 0.0507598
1066509 0.530601 SNIIn 60001.387 0.480832
1270711 1.19467 SNIa 60295.105 0.0111302
1216573 0.818374 SNIc 59712.266 0.141199
1219947 0.96543 SNIc 60414.422 0.0391133
1209114 1.0729 SNIc 60111.094 0.0741229
2005750 2.36329 SLSNI 60468.43 0.0257235
1154597 1.28078 SNIb 60331.129 0.0186606
1264310 1.52661 SNIa 59660.156 0.0404372
2004183 1.94255 SLSNI 59652.094 0.336673
1068881 1.15613 SNIIn 60392.387 0.108654
1109818 0.237815 SNII 59656.402 0.2008
1270943 0.718933 - 60216.379 0.098588
1109310 1.19475 SNII 59711.285 0.084411
1069313 1.5635 SNIIn 59584.047 0.100047
1114558 1.09186 SNII 59722.309 0.0551835
1104213 0.794553 SNII 60634.254 0.0831019
1163928 1.23307 SNIb 59982.121 0.126747
1270437 0.779372 SNIa 60316.34 0.0703499
1255728 1.49452 SNIa 60095.398 0.0104599
1117941 0.276467 - 60626.027 0.0216118
1158395 0.899773 SNIb 59729.312 0.0305571
1270054 1.22636 SNIa 59715.281 0.147452
1157594 1.30908 SNIb 59918.324 0.0425243
1058345 0.742949 - 60279.035 0.028879
1067501 1.16576 - 59801.32 0.0231893
1215801 0.88942 SNIc 59660.223 0.0191872
1117032 0.610981 SNII 60051.035 0.150608
1171066 0.803218 SNIb 59772.344 0.0272421
2017718 0.509692 SLSNI 60578.391 0.10795
1261925 1.02393 SNIa 59773.43 0.0227252
1161982 1.28692 SNIb 60463.957 0.170714
2012767 1.51058 - 60369.277 0.0373326
1154032 1.47497 SNIb 59818.98 0.0547499
2005061 0.972524 SLSNI 60037.039 0.203214
1107625 1.25874 SNII 60557.023 0.0562981
1255248 1.4667 SNIa 60457.965 1.16043
1054088 1.42721 SNIIn 60444.328 0.135929
2001343 0.808101 - 60656.051 0.0105827
2006934 2.10294 SLSNI 60200.367 0.16002
1211546 1.00698 SNIc 59645.395 0.0342313
1107386 1.59925 SNII 60207.176 0.0313527
2017034 2.19427 SLSNI 59876.055 0.05331
1067069 0.849399 - 60264.297 0.526408
1211499 1.31487 SNIc 59944.078 0.0365829
1213332 1.22531 SNIc 59831.203 0.0460447
1115911 1.21752 SNII 60414.234 0.534322
2004432 1.59957 SLSNI 60012.32 0.125778
1154094 1.172 SNIb 60269.32 0.0668767
1153218 1.07252 SNIb 60592.074 0.065302
2019576 0.80632 - 60646.164 0.589208
1053343 1.166 - 60090.961 0.0974819
1109835 1.06232 SNII 60272.023 0.044426
1160421 0.950806 SNIb 59770.133 0.0480248
1113485 1.38723 SNII 60242.059 0.0172502
1105321 1.48348 SNII 60583.25 0.0116708
1120893 1.20387 SNII 60163.383 0.0182849
1053059 1.12919 SNIIn 59584.359 0.0489718
1116814 0.262488 - 59782.398 0.0280156
2018953 2.07675 - 60249.336 0.216217
1259367 1.00617 SNIa 60100.199 0.0388378
1168480 0.940495 SNIb 60206.375 0.211676
1159638 1.26409 SNIb 60666.266 0.0701471
1214780 0.946996 SNIc 59835.363 0.026663
1108981 1.04095 SNII 60315.215 0.0159859
1219097 1.00604 - 60316.355 0.0184735
1209376 1.33678 SNIc 59900.164 0.135112
1257937 1.02436 SNIa 60132.004 0.0225214
1211631 0.920259 SNIc 60570.379 0.0296815
1269141 0.626805 SNIa 60490.438 0.014999
1206972 0.956475 SNIc 59782.406 0.0190719
1066430 0.677729 SNIIn 60432.188 0.0670415
1219450 1.10198 SNIc 60215.316 0.117745
1111412 1.58595 SNII 60030.988 0.349347
1055116 0.845785 SNIIn 60423.301 0.0828084
1167023 0.988242 - 59656.402 0.327897
1064614 0.955728 SNIIn 59645.176 0.111865
1223564 0.791507 SNIc 59597.148 0.255614
1274171 0.637261 SNIa 59654.039 0.146546
1263918 1.5676 SNIa 60261.023 0.0265159
1111714 0.31585 - 59771.074 0.0386922
2008925 1.89493 SLSNI 59607.34 0.0670567
1204278 0.760084 - 60332.363 0.0634469
2015442 0.950548 SLSNI 59846.035 0.780673
2019914 1.66724 SLSNI 60673.355 0.0429321
1070754 1.39564 SNIIn 59655.312 0.21207
1210739 1.08013 SNIc 59594.141 0.160615
1106661 0.959479 SNII 60382.258 0.311858
1154135 1.40575 SNIb 59713.188 0.0847622
2006731 1.26341 - 59827.352 0.0434141
1154199 0.976725 SNIb 59771.305 0.0164722
1221293 1.24058 SNIc 60027.406 0.0392942
2016177 1.08385 SLSNI 60540.406 0.450072
1052634 1.27608 SNIIn 59657.402 0.12877
1058135 1.42869 - 60444.062 0.0739305
1268432 0.95756 SNIa 60127.41 0.0271997
1259969 1.10266 SNIa 60455.035 0.0563463
1056045 1.412 SNIIn 60037.145 0.0507547
2014644 1.43424 - 59653.188 0.0664911
1218604 0.479584 SNIc 60163.035 0.0580517
2002144 1.2976 SLSNI 60436.297 0.0581247
1221737 1.40518 - 59684.105 0.164714
1157196 1.28611 SNIb 59655.035 0.235049
1207879 0.921929 SNIc 60316.055 0.018961
1118775 1.24911 - 60084.402 0.0335594
2012482 0.710591 SLSNI 59945.289 0.160764
1205414 1.32965 - 59614.379 0.0163998
1159575 0.880089 - 60068.168 0.108245
1059778 1.19154 - 60318.363 0.0264736
1268150 0.706392 SNIa 60120.41 0.0276357
1167459 0.865034 SNIb 60536.012 0.0503189
1051378 0.4553 SNIIn 60119.121 0.059485
1267952 1.56174 SNIa 59768.441 0.0180997
1067707 0.731987 SNIIn 60490.055 0.0776401
1168342 1.43902 SNIb 59946.355 0.0736179
1058840 1.07493 SNIIn 60491.195 0.137001
1223093 1.28454 - 60064.133 0.0506469
1068510 1.53817 SNIIn 59883.082 0.0161599
1204394 0.807152 SNIc 60276.184 0.0895252
1056390 1.49858 - 59885.336 0.0506071
2014945 0.763283 SLSNI 59770.285 0.0304309
1158607 0.164359 SNIb 59757.434 0.0721768
1163413 1.0407 SNIb 60310.332 0.143739
1117727 0.494465 SNII 60028.406 0.378059
1156663 0.926568 - 60386.391 0.190378
1208023 1.44814 - 60503.41 0.0100179
1103760 1.14894 SNII 59712.266 0.158036
1214567 0.35704 SNIc 60184.266 0.0107125
1159500 1.47634 SNIb 60518.266 0.0222967
1259695 1.16204 - 60101.055 0.0368006
1264179 1.06974 SNIa 60234.07 0.03212
1221830 1.00569 - 60443.434 0.0216704
2015864 1.43103 SLSNI 59721.426 0.0303462
1210124 1.16578 SNIc 60142.195 0.0348989
1107503 1.04855 SNII 60524.961 0.353698
1102858 1.10276 SNII 59997.027 0.0163753
1154601 0.860629 SNIb 60334.074 0.0609529
1257218 0.802982 SNIa 60514.379 0.0147195
1116738 0.736746 SNII 59803.016 0.0749547
1052066 1.29377 SNIIn 60398.156 0.0383798
1106955 0.591912 SNII 60310.352 0.063975
1054398 0.513792 SNIIn 60121.191 0.0407988
1259245 1.09278 SNIa 60492.406 0.0153363
1218933 1.37215 SNIc 60027.0 0.147737
1119171 1.06299 - 59683.035 0.15854
1265855 1.24696 - 60515.426 0.00738836
2002297 2.89285 SLSNI 60335.367 0.0570931
1216045 1.09651 - 59805.426 0.234347
1116177 1.38695 SNII 60302.348 0.032513
1162385 1.1882 SNIb 60634.344 0.0402624
1063079 1.0419 SNIIn 59809.402 0.0175908
2017659 2.16489 SLSNI 60039.18 0.0552621
1110947 0.477834 - 60276.051 0.0274783
1153997 0.82181 SNIb 59674.414 0.156734
1157266 0.611382 SNIb 60306.086 0.105077
1167859 0.479161 SNIb 59659.0 0.0311185
1269341 1.64461 SNIa 59952.336 0.0542325
1060995 0.670407 SNIIn 60041.41 0.0579494
1171663 1.12794 SNIb 59943.039 0.0911648
2014999 2.16271 SLSNI 59776.336 0.0363737
1067600 1.00622 SNIIn 60095.414 0.0294618
1270834 0.738837 SNIa 59623.383 0.190886
1121450 0.832858 SNII 60502.984 0.777659
2012155 0.643045 SLSNI 60159.328 0.0250406
1212584 0.438959 SNIc 60305.328 0.0745061
1112920 0.878649 SNII 60328.371 0.0582528
1156065 0.58659 SNIb 59944.344 0.0427449
1258619 1.15534 SNIa 59775.402 0.0103824
1216432 0.788095 - 60385.391 0.420832
2015764 1.84673 SLSNI 59636.02 0.148422
2018340 1.83633 SLSNI 59861.336 0.740056
1223295 0.932845 SNIc 60511.285 0.02642
1171571 1.36906 - 60056.387 0.0949307
1103407 1.18505 - 59696.418 0.0563059
2000697 0.668373 SLSNI 60465.367 0.0166437
1171122 0.958993 SNIb 60200.355 0.0658928
1102086 0.968192 SNII 59987.348 0.484881
1069675 1.26964 SNIIn 59643.016 0.0279435
2012953 2.79122 SLSNI 59768.441 0.0180997
1155725 0.384351 SNIb 60045.418 0.0113629
2019208 1.13677 SLSNI 60350.391 0.0778594
1154256 0.851609 SNIb 60250.328 0.192263
1208443 0.890286 SNIc 60468.43 0.0133926
1056818 0.453584 SNIIn 60319.043 0.0266682
2016450 0.98547 SLSNI 60606.363 1.22158
1273335 1.28337 - 60147.211 0.213016
1061263 1.09214 - 60162.023 0.0925438
1223970 1.39096 SNIc 59946.168 0.631159
2017876 2.37112 SLSNI 60122.375 0.0225301
1204439 1.36285 SNIc 59594.242 0.094309
1165254 1.10322 SNIb 60648.258 0.0327495
1163533 0.93899 - 60382.398 0.198522
1160516 0.953148 SNIb 60368.238 0.0239447
1103341 0.679435 SNII 60332.125 0.0894655
1070256 0.819359 SNIIn 60442.125 0.0601612
1067011 0.965477 SNIIn 60301.348 0.0392136
1260297 0.680573 SNIa 60646.031 0.0263313
2007434 1.85136 SLSNI 59791.387 0.0650762
1267358 0.713558 - 60670.348 0.0602352
1053836 1.57047 SNIIn 59777.281 0.0611608
1116566 0.801339 - 60420.238 0.114348
1119915 0.98146 SNII 59776.09 0.343808
1111031 1.42682 SNII 60415.059 0.0197511
1067928 0.602936 SNIIn 59979.371 0.265348
1259415 0.534038 - 60301.316 0.0874425
1118936 0.686969 - 60126.434 0.0249582
1067520 0.761574 SNIIn 59653.148 0.044513
1156126 1.28664 SNIb 60595.379 0.0846521
1166425 1.31382 - 60282.102 0.0217345
1215099 0.967658 SNIc 60232.344 0.814969
1262847 1.01051 - 59906.328 0.0522482
1206222 0.340076 SNIc 60389.363 0.082795
1159253 0.592086 SNIb 59958.285 0.0366202
1265286 0.967034 SNIa 60610.359 0.043958
1120352 0.777595 SNII 60359.32 0.152842
1067508 1.43991 SNIIn 60096.035 0.0403107
1156273 0.291958 SNIb 59998.395 0.0488546
1167045 0.589758 SNIb 59921.301 0.0780986
1108357 1.23055 - 60176.117 0.0184618
1268698 1.56194 SNIa 59850.145 0.0248929
1102587 1.06529 - 60063.121 0.0380628
1217451 0.842815 - 60598.355 0.0319061
1274905 0.281174 SNIa 59701.977 0.619761
1161997 0.697873 SNIb 60036.988 0.0120552
1271484 1.47603 SNIa 59770.199 0.0509611
1061681 0.530309 - 59904.07 0.0349159
1272859 0.915782 SNIa 59772.23 0.0577878
1051173 1.36893 - 59929.328 0.105461
1172826 1.19471 SNIb 60630.211 0.0228505
1058805 1.30738 - 60096.305 0.0456976
1160452 1.40169 SNIb 59832.176 0.0147833
2019437 1.62132 - 59585.082 0.0159673
1104638 0.464394 SNII 59650.102 0.269544
1120935 1.07315 SNII 60096.188 0.257597
1104731 1.17924 SNII 60365.305 0.0838815
1263871 1.20243 - 60124.391 0.0311913
1108358 0.621504 SNII 59712.262 0.100409
1266137 1.15257 SNIa 60537.398 0.0639053
1218652 0.80334 SNIc 60330.332 0.0644115
1271349 1.42937 SNIa 60463.406 0.00859336
1053229 0.662782 SNIIn 60597.375 0.0968716
1054694 1.19823 - 60123.047 0.319895
1109708 0.87971 SNII 60023.402 0.389687
2018208 0.425758 SLSNI 60073.016 0.0311211
1061651 0.830137 SNIIn 59950.336 0.0555599
1113804 1.47762 SNII 60569.129 0.0124145
1068773 1.53972 SNIIn 59810.363 0.0317774
1158826 1.20852 SNIb 59594.184 0.0585305
1056004 0.928951 - 60270.336 0.0615715
1108303 1.46677 SNII 59974.039 0.0152022
1051830 0.53752 SNIIn 59783.348 0.0146846
1052990 1.49335 SNIIn 59712.266 0.105113
1056286 0.802944 - 59584.156 0.0457738
2008965 2.10187 SLSNI 59791.398 0.0121974
1269797 0.0556555 SNIa 60487.117 0.484998
1155918 0.778937 SNIb 59854.363 0.321659
1157412 1.03105 - 60045.199 0.0445725
1216138 0.964844 SNIc 60454.086 0.609505
1068021 1.13942 SNIIn 60421.359 0.0626126
1054846 0.763989 SNIIn 60515.418 0.00868578
1212463 1.26137 - 59594.184 0.0584406
1155975 1.42645 SNIb 60487.016 0.059397
1263096 0.988647 SNIa 60467.41 0.00816066
1256520 0.892582 SNIa 59594.18 0.0430839
1108749 1.47559 SNII 59594.164 0.466223
1206179 1.14375 - 60327.367 0.0253622
2017790 2.27058 SLSNI 59907.102 0.0348336
1163825 1.05626 - 59861.285 0.0982214
1256158 0.894039 SNIa 59929.355 0.0600664
1053560 0.395766 SNIIn 60508.418 0.0538761
1058615 1.54573 SNIIn 59648.016 0.0121418
1222908 0.848262 - 60297.301 0.125033
1273888 1.52158 SNIa 60101.953 0.833115
1215916 1.29797 - 60359.355 0.174436
1107562 0.854589 SNII 60528.406 0.0442401
2003118 1.83785 SLSNI 59913.34 0.0285532
2003940 2.35933 SLSNI 60392.387 0.115996
1113521 0.759871 - 59872.371 0.0403248
1258475 1.14442 SNIa 59920.102 0.0131679
1159223 0.644182 SNIb 60457.988 0.81567
1219589 0.928182 SNIc 60179.418 0.234109
1058811 0.878163 SNIIn 60227.352 0.100485
2006541 2.46983 SLSNI 59952.32 0.05128
1216589 1.17096 SNIc 59783.973 0.0460202
1211007 1.47505 SNIc 60434.402 0.14672
2014808 1.05687 SLSNI 59585.367 0.347934
1267187 1.32506 SNIa 59858.027 0.0123916
1164137 0.763486 SNIb 60133.199 0.268868
2009237 2.54241 - 59790.062 0.0923168
1102254 1.21016 - 60031.258 0.0765857
2005089 1.60779 SLSNI 60540.07 0.0877149
1059942 1.59261 SNIIn 59777.289 0.160018
1204410 0.636755 SNIc 60550.004 0.0298953
1154202 1.07515 SNIb 59715.297 0.166173
2002638 0.842252 SLSNI 59607.238 0.269544
1106021 0.640311 - 59621.219 0.098702
2007764 1.76425 SLSNI 60133.441 0.0680756
2019579 1.70663 SLSNI 59654.117 0.482365
1059565 1.41023 SNIIn 59770.359 0.012934
1104453 1.16235 SNII 60206.195 0.021597
1264001 1.21889 SNIa 60030.41 0.14341
1214695 1.04953 SNIc 59802.004 0.0742319
1102509 1.33927 SNII 59999.391 0.373937
1067927 1.53838 SNIIn 60036.41 0.0787756
1268841 1.21211 SNIa 60038.113 0.335093
1262023 1.4324 SNIa 60325.359 0.0499784
1267608 1.31201 SNIa 59767.988 0.268362
1104300 0.924891 SNII 59773.035 0.524462
2013346 0.63057 SLSNI 60227.352 0.868249
2007075 1.45197 SLSNI 59973.371 0.105395
1223031 1.19563 - 60305.281 0.05211
1206858 0.681476 SNIc 60431.422 0.0502258
1054373 0.853509 SNIIn 60442.961 0.129968
1268465 0.438562 - 59769.211 0.0404271
1217489 0.891646 SNIc 60443.426 0.0267756
1270518 0.904932 SNIa 60399.258 0.0738505
1206484 0.48191 SNIc 59611.375 0.0358113
1258517 1.64312 - 59685.977 0.040954
1119667 1.34355 SNII 59784.309 0.0162931
1061285 0.938022 SNIIn 60610.359 0.043958
1219074 0.590897 SNIc 60590.305 0.446445
1107465 0.589133 SNII 60457.422 0.0258206
1211504 0.751934 SNIc 59908.336 0.0579849
2010237 2.69281 - 59910.09 0.045782
1268856 0.726458 SNIa 59802.414 0.00706351
1160737 1.14479 SNIb 60039.387 0.0359161
1268566 1.11088 SNIa 59952.039 0.0184328
1120114 0.710857 SNII 60148.422 0.0809959
1222180 0.625733 - 60590.234 0.0189455
1160694 0.637832 SNIb 60131.43 0.0201744
1171127 1.31915 SNIb 60177.387 0.0283793
1067606 1.53748 SNIIn 59899.348 0.0435451
1162306 0.72787 SNIb 60294.086 0.0125529
1063258 1.57359 SNIIn 60646.234 0.0453547
2014864 2.71091 SLSNI 59584.152 0.0113196
2016285 1.13717 SLSNI 59683.176 0.0585392
1056737 0.822632 SNIIn 60419.277 0.0620162
1103550 1.33477 - 60627.059 0.062229
1266319 0.897974 SNIa 59956.051 0.523051
1163521 1.19005 SNIb 59807.23 0.0525134
2007334 1.28171 SLSNI 60009.238 0.214937
1258476 0.428025 - 60051.977 0.0124827
1116013 1.22645 SNII 59860.262 0.13022
1222640 1.17614 SNIc 59656.402 0.162294
1170859 0.915826 - 59947.051 0.0428933
1058169 1.11508 SNIIn 59631.285 0.103842
1051526 1.19784 SNIIn 60550.406 0.131777
1208893 0.742951 SNIc 60573.09 0.0638492
1172680 1.16085 - 59668.41 0.407936
1118766 1.49822 SNII 60671.359 0.0242429
1164097 1.11891 SNIb 60144.113 0.0594646
1111217 1.38001 - 60383.375 0.960754
1061180 1.32896 SNIIn 59952.078 0.013784
1108459 0.817452 - 59964.23 0.0559497
1209856 0.449994 SNIc 60661.055 0.0107884
1112872 1.50252 SNII 60164.098 0.130249
1051635 1.47023 SNIIn 59786.082 0.0952995
1258691 0.739863 SNIa 59867.379 0.0341711
1207483 1.31714 - 59991.355 0.179874
2013572 2.74153 SLSNI 60492.344 0.0184365
1053008 0.83176 SNIIn 59676.363 0.109512
2016463 1.41121 SLSNI 60300.348 0.0185564
1216872 1.21087 SNIc 60397.215 0.112221
1269298 1.14652 SNIa 59980.375 0.149435
1168725 1.26657 SNIb 59801.043 0.164012
1120636 1.1727 SNII 60038.371 0.131239
2010871 1.71184 SLSNI 60198.371 0.0505789
1058502 1.50995 SNIIn 59584.051 0.0616179
1067592 0.61787 SNIIn 59610.375 0.0265032
1153031 1.19019 SNIb 60147.973 0.11343
1112063 1.05451 SNII 60647.23 0.0363629
1168065 1.45234 SNIb 60371.328 0.0453567
1069977 1.03506 SNIIn 60269.281 0.622244
1059711 0.950127 - 60611.293 0.237372
2016135 1.86517 SLSNI 59769.223 0.0411637
1153454 1.4045 SNIb 60016.27 0.147769
1217837 1.4165 SNIc 60571.383 0.079908
2005220 2.56221 - 59773.418 0.0327795
1172462 1.08154 - 60648.16 0.260395
1204068 0.821955 SNIc 59652.246 0.0600255
1267468 1.45747 - 59688.297 0.0554127
1066582 0.580992 SNIIn 60301.031 0.0713313
1209077 0.31407 SNIc 59920.34 0.0289468
1273227 1.35502 - 60274.328 0.162872
1258418 0.978926 SNIa 60268.348 0.0878086
1219807 0.701469 SNIc 59995.207 0.037725
1059551 0.737974 SNIIn 60332.367 0.057814
1105977 0.431312 SNII 60302.348 0.0179034
1106719 0.820255 SNII 59878.074 0.0121983
1115074 0.732657 - 59681.277 0.810776
1162459 1.0676 - 59835.398 0.0128759
2006996 1.89179 SLSNI 59597.035 0.0538575
2006587 0.980751 - 60268.32 0.0352557
1160281 0.783526 SNIb 60462.375 0.0829317
2001089 2.16765 SLSNI 60396.129 0.212245
1067513 0.822392 SNIIn 60402.152 0.0387604
1221444 1.35126 SNIc 59771.184 0.102862
1107451 1.0008 SNII 59801.402 0.0197769
1065705 0.512884 - 60465.266 0.027156
1120334 1.24464 SNII 60188.043 0.213016
1157489 1.04039 SNIb 59658.07 0.0391052
1169953 0.38045 SNIb 59770.281 0.0274747
1156742 0.986244 SNIb 60670.047 0.00969679
2000098 0.769761 SLSNI 60426.031 0.087699
1207268 1.24285 SNIc 60421.012 0.103784
2010003 1.42336 SLSNI 59691.105 0.0433401
2014046 1.4407 SLSNI 59710.043 0.665908
1206914 0.91237 SNIc 59683.047 0.0432244
1064103 0.520136 SNIIn 60515.113 0.246766
1256920 1.50957 SNIa 59937.094 0.0930396
1154050 0.425845 SNIb 60008.074 0.747709
1257945 1.13071 SNIa 60184.18 0.0157151
1116063 0.98717 SNII 59946.344 0.0159422
1109103 0.831788 SNII 59647.398 0.104223
1110012 1.19391 SNII 59631.234 0.165648
2005900 2.102 SLSNI 59796.359 0.0287826
1218422 1.29531 - 60530.203 0.0270575
1066030 1.17714 SNIIn 60463.172 0.0658542
1115202 0.954909 SNII 60635.352 0.125672
1114338 0.965932 SNII 60395.0 0.552718
1163615 0.792787 SNIb 60664.234 0.0279278
1171683 0.44688 SNIb 60318.039 0.0345313
2006801 2.13766 SLSNI 59610.379 0.0367495
1259887 0.987274 - 60260.125 0.0263767
1159162 0.972599 SNIb 60039.98 0.0217313
1169538 0.987059 - 60391.059 0.114225
1114760 1.15912 - 60414.402 0.0463393
1111008 0.724672 - 60613.203 0.0282005
1067920 0.250034 SNIIn 59800.121 0.0274618
1059323 0.562217 SNIIn 60204.324 0.0579519
1058366 0.996189 SNIIn 60085.391 0.0172737
1052931 0.920105 SNIIn 60631.332 0.0648592
2018914 1.1103 SLSNI 60364.211 0.0315192
1055605 0.342542 - 59985.168 0.0717176
2010607 1.48113 SLSNI 59589.102 0.243063
1265453 1.14541 - 59629.352 0.0564226
1212447 0.864613 SNIc 59686.133 0.0305169
1153064 0.774749 SNIb 60549.07 0.28939
1263335 1.42294 SNIa 60442.375 0.0262327
1221807 0.43357 SNIc 60055.094 0.463477
2008188 0.845502 - 60631.359 0.0419324
1105216 1.26443 SNII 59669.992 0.471707
1155404 0.588719 - 60591.062 0.119476
1102296 0.816723 SNII 59835.32 0.0251147
2010702 1.19592 SLSNI 60352.035 0.0175204
1112789 1.14351 SNII 60672.266 0.0320357
1172373 0.89935 SNIb 59718.371 0.0660362
2019635 1.02526 SLSNI 60305.355 0.0193446
