#CID ZCMB Type MJD_TRIGGER MWEBV
1103203 0.925185 SNII 59670.402 0.139867
1269361 1.50196 SNIa 59772.41 0.0659714
2015857 1.74145 SLSNI 60646.094 0.0245473
2003622 2.94561 SLSNI 59793.363 0.0291979
1269464 0.82316 SNIa 59978.371 0.0821351
2018915 0.539318 SLSNI 60671.078 0.0233601
1166504 0.976814 SNIb 59842.191 0.0197576
1110716 1.31293 SNII 59978.289 0.0286348
1205719 1.28279 SNIc 60428.074 0.0505866
1273320 0.582119 SNIa 60510.438 0.0570455
1257332 1.41387 SNIa 59802.426 0.0378974
2005710 1.58015 SLSNI 60011.008 0.0186243
1103937 1.21385 SNII 60274.234 0.230749
1103366 1.55101 SNII 60613.168 0.0183193
1255526 0.988576 SNIa 59588.191 0.02377
1114600 0.447955 SNII 60027.09 0.02188
1111186 1.16338 SNII 60281.352 0.108436
1121258 1.50976 SNII 60585.379 0.160416
1172865 1.18648 SNIb 60501.445 0.0649296
1103292 1.09012 SNII 60127.062 0.102898
1121496 1.08 SNII 60005.371 0.0339322
1063089 0.538251 SNIIn 59789.391 0.0146797
1269995 0.831689 SNIa 59928.129 0.00733252
2003683 1.60325 SLSNI 60264.328 0.165422
1223235 0.999319 SNIc 59589.367 0.0267693
1271748 1.55281 SNIa 59796.297 0.0132673
1266779 0.753881 SNIa 60306.359 0.0430333
1272538 0.521842 SNIa 59987.383 0.545951
1216339 1.0303 SNIc 59789.379 0.0274277
1258577 1.14134 SNIa 60129.219 0.950334
1120191 1.44232 SNII 59703.965 0.657706
1163835 0.984284 SNIb 59884.359 0.756696
2018702 1.61247 SLSNI 59898.172 0.0189328
1107236 0.608834 SNII 59774.395 0.0595244
1206791 0.834975 SNIc 60005.387 0.0705675
1215326 1.01779 SNIc 59675.996 1.90732
1053314 0.946454 SNIIn 59590.164 0.388837
1162044 1.29995 SNIb 59991.055 0.0539404
2009862 2.24056 SLSNI 60532.102 0.0689366
2016225 2.30818 SLSNI 59993.254 0.0335099
1160075 0.523825 SNIb 59629.281 0.0756599
2018397 0.588989 SLSNI 60659.047 0.0398849
2005660 2.59999 SLSNI 60467.414 0.00621038
1121329 1.29854 SNII 59823.98 0.0744994
1114779 1.39531 SNII 59729.324 0.0355972
2004186 1.06444 SLSNI 59850.355 0.380997
2009833 0.964115 SLSNI 60420.398 0.0111304
1121212 1.22402 SNII 59681.07 0.0137705
1262600 1.55042 SNIa 59650.105 0.156614
1068972 0.459383 SNIIn 60658.246 0.0972027
2014754 1.02681 SLSNI 60586.387 0.249801
1271372 0.953127 SNIa 60444.184 0.342594
1060451 1.23291 SNIIn 59802.418 0.013224
1223223 1.12653 SNIc 59655.121 0.0330578
1106587 0.773125 SNII 60362.145 0.0744157
1114837 0.512192 SNII 59831.09 0.0107138
1103300 0.901083 SNII 60175.977 0.0976082
1270547 1.51273 SNIa 59832.164 0.0152954
1259683 1.41124 SNIa 59823.301 0.0144096
1054512 0.909043 SNIIn 60111.414 0.0248285
1274417 1.04225 SNIa 59652.113 0.076968
2012477 0.965232 SLSNI 60270.285 1.57265
2015921 1.57471 SLSNI 59937.348 0.0369438
1262637 0.588318 SNIa 59802.426 0.0109594
1266750 1.02736 SNIa 60126.043 0.0527729
1267125 0.645381 SNIa 59607.371 0.0818337
1214390 1.47097 SNIc 59987.383 0.427868
1274367 0.20549 SNIa 60392.402 0.1139
1264868 1.04905 SNIa 60357.285 0.0892991
1061760 0.830521 SNIIn 60221.379 0.199625
1053926 0.842442 SNIIn 59874.016 0.00969109
2003593 1.13195 SLSNI 59934.07 0.0149197
1272409 1.63237 SNIa 60392.383 0.0480912
1274103 1.38232 SNIa 59760.438 0.00961796
1169679 0.616539 SNIb 60331.371 0.0187777
1256848 1.54223 SNIa 60389.234 0.122607
1260883 0.80485 SNIa 60066.137 0.99854
1210011 0.652734 SNIc 59653.152 0.0505253
1268623 0.889623 SNIa 59861.051 0.0505212
1060371 0.481378 SNIIn 59850.344 0.251201
1205776 0.953829 SNIc 60371.02 0.336219
1157661 0.900096 SNIb 60362.117 0.311858
2003300 1.93152 SLSNI 59598.348 0.368958
2001495 1.88661 SLSNI 59682.242 0.0999789
1119637 0.602425 SNII 59590.234 0.140725
2014733 2.08348 SLSNI 59864.066 0.0916618
1102617 0.616831 SNII 60331.086 0.149975
1061143 0.303421 SNIIn 59997.309 0.115042
1110560 0.666719 SNII 59803.039 0.232361
1208919 1.4427 SNIc 60029.262 0.0275121
1204913 0.509115 SNIc 60027.391 0.243003
1066550 1.32141 SNIIn 60056.012 0.0580082
1169103 1.40045 SNIb 60492.352 0.0208455
2001916 0.627066 SLSNI 60127.035 0.0820529
1204241 1.34257 SNIc 60127.188 0.148413
1274499 1.18788 SNIa 60494.395 0.0203128
2003687 0.498296 SLSNI 60528.395 0.0553939
2008140 1.93628 SLSNI 60305.152 0.0135502
1218268 0.937738 SNIc 60055.398 0.0951544
1051022 1.18912 SNIIn 60623.113 0.0372599
1222845 0.889592 SNIc 60560.41 0.388724
1205145 0.963709 SNIc 60264.234 0.531773
1261260 0.856114 SNIa 60124.969 0.0286624
1155382 0.87922 SNIb 59991.352 0.0421718
2000846 1.04434 SLSNI 59851.344 0.488288
1215793 0.594779 SNIc 59941.32 0.0225143
1167771 1.42112 SNIb 59987.043 0.00777913
1222301 1.05544 SNIc 60269.277 0.394576
2013799 1.39693 SLSNI 59758.418 0.0293693
1271846 1.33501 SNIa 59859.152 0.0182061
1057931 1.52721 SNIIn 59817.266 0.0128813
1117635 0.857709 SNII 60490.246 0.0763645
1058350 1.56088 SNIIn 59941.355 0.0441372
2006417 2.13237 SLSNI 59656.398 0.082917
2005969 1.72395 SLSNI 60291.348 0.289699
1161984 0.515455 SNIb 60246.172 0.0183652
1057719 0.932906 SNIIn 60023.398 0.135089
1222599 1.40708 SNIc 60425.402 0.0115278
1058052 0.940149 SNIIn 60121.121 0.0674475
1057637 1.08641 SNIIn 60560.414 0.29242
2002373 2.61731 SLSNI 60066.062 0.0278614
1211727 0.626664 SNIc 60331.352 0.0207995
1216890 0.465933 SNIc 59753.332 0.0198943
2002743 0.569394 SLSNI 59978.277 0.0719101
1169526 1.24984 SNIb 60276.293 0.0163598
1051647 0.85055 SNIIn 60587.387 0.0403019
1063817 0.938809 SNIIn 60158.406 0.0387145
2002094 0.869211 SLSNI 60593.004 0.0793782
1259603 0.816435 SNIa 60574.344 0.0762338
2009306 1.11798 SLSNI 59793.055 0.111367
1051031 1.26922 SNIIn 60102.133 0.11343
1262850 1.04029 SNIa 60362.27 0.302015
2004081 2.12611 SLSNI 60464.434 0.0220407
2003985 1.36479 SLSNI 60392.363 0.13021
1264608 1.56114 SNIa 59843.281 0.0161804
1064217 1.41498 SNIIn 59803.402 0.0917643
1069611 0.693704 SNIIn 60588.082 0.0162808
1169689 1.38253 SNIb 60201.312 0.0374252
1158810 0.81574 SNIb 60295.348 0.0158368
1267590 1.28754 SNIa 59778.969 0.0460202
1172135 0.52817 SNIb 59583.363 0.128389
1115493 1.0794 SNII 60028.34 0.170789
1220290 0.557484 SNIc 60632.355 0.304697
1051996 1.19118 SNIIn 60599.129 0.0145529
1255565 1.28061 SNIa 59777.32 0.0290812
1061292 0.799852 SNIIn 60128.445 0.0269206
1103385 0.609688 SNII 60461.359 0.0680986
1109717 1.31175 SNII 60086.965 0.0278891
1211614 1.2006 SNIc 59872.371 0.14749
1153786 0.5686 SNIb 60529.211 0.0164158
1161306 0.785433 SNIb 60671.348 0.0548075
1259318 1.00798 SNIa 60414.359 0.220012
1158228 1.03209 SNIb 60405.273 0.852614
1059091 1.39821 SNIIn 59976.207 0.0257381
2002245 2.37644 SLSNI 60122.43 0.0137378
1051353 1.13628 SNIIn 60624.027 0.00906551
1212430 1.27084 SNIc 60566.246 0.0246065
1258126 0.641207 SNIa 59652.262 0.136598
1162504 1.10826 SNIb 59922.113 0.0124529
2008593 2.64005 SLSNI 60578.395 1.49948
1115890 0.508658 SNII 60051.18 0.247216
1270850 0.284817 SNIa 60166.387 0.0166863
1213733 0.808533 SNIc 60217.016 0.0459755
1109493 1.42023 SNII 59857.309 0.0594745
2002439 2.02064 SLSNI 59799.086 0.0544862
1056814 1.57795 SNIIn 60227.305 0.110175
1220519 0.605827 SNIc 60415.301 0.0822014
1166301 0.979159 SNIb 60568.156 0.0113148
1264079 1.4902 SNIa 60442.418 0.0360722
1113572 0.768695 SNII 59992.395 0.0257569
1212144 1.22548 SNIc 60570.242 0.0164745
2005635 2.55634 SLSNI 59802.418 0.026654
1170754 0.850482 SNIb 59979.371 0.260176
1259849 0.80211 SNIa 60052.398 0.0336318
1068718 0.949009 SNIIn 59728.355 0.048984
1261708 0.993965 SNIa 60354.387 0.382322
1119320 0.243947 SNII 59728.336 0.0492324
1259662 1.34099 SNIa 60421.25 0.0880395
1121714 0.843209 SNII 59937.348 0.0760351
1154757 0.646222 SNIb 59899.352 0.0397119
1206763 0.755805 SNIc 59803.395 0.0883168
1212587 1.073 SNIc 60423.383 0.0162227
1154276 1.00834 SNIb 60537.98 0.091172
1163977 0.727714 SNIb 59589.266 0.635674
2003447 1.48547 SLSNI 59818.281 0.0104303
1212649 1.25438 SNIc 60483.359 0.0462423
1256700 1.11258 SNIa 59684.102 0.0572185
1060764 1.30995 SNIIn 60031.395 0.0441414
1108139 0.933045 SNII 60634.258 0.0621317
1069145 1.37118 SNIIn 59653.047 0.0560282
1256587 1.09485 SNIa 59789.008 0.120671
1209283 1.18291 SNIc 60270.293 0.513685
1211215 1.02867 SNIc 59773.078 0.0660841
2005288 2.73649 SLSNI 60458.434 0.0148958
1070159 1.1362 SNIIn 60131.02 0.0373455
1054237 0.908726 SNIIn 60207.289 0.116404
2008826 0.9656 SLSNI 60574.301 0.0334688
1270753 0.778073 SNIa 59681.242 0.383925
1273971 1.40628 SNIa 59883.012 0.0324754
1263026 0.624919 SNIa 60647.133 0.0402107
1205339 1.42667 SNIc 60389.141 0.0341566
1070212 1.22402 SNIIn 59681.07 0.0137705
1066898 1.34203 SNIIn 59773.301 0.00869302
1112759 1.45735 SNII 60550.398 0.0762668
1060473 0.984085 SNIIn 60039.387 0.0355879
1116012 0.826835 SNII 60578.387 0.548572
1051122 1.58348 SNIIn 59712.113 0.308537
1114337 1.46945 SNII 60095.953 0.193747
1255747 0.878768 SNIa 59652.207 0.0319772
1119408 1.58291 SNII 60423.34 0.0480912
1205524 0.742683 SNIc 59679.207 0.262978
1116732 1.03696 SNII 60389.105 0.0364011
1255269 1.14883 SNIa 59980.371 0.0777922
1067120 1.43889 SNIIn 60225.043 0.0434249
1262603 0.592944 SNIa 59787.418 0.0206147
1168969 0.20656 SNIb 59796.984 0.0782993
1156861 1.04426 SNIb 60073.434 0.0349564
1064408 1.02041 SNIIn 59791.066 0.0462232
1167319 1.33568 SNIb 59582.352 0.133257
1067995 0.844944 SNIIn 59684.191 0.128447
1054650 0.404489 SNIIn 60337.348 0.0623704
1274920 1.29063 SNIa 60415.395 0.0285705
2007068 1.70804 SLSNI 60400.09 0.0486862
1223655 0.29239 SNIc 60415.988 0.131999
1273940 0.947336 SNIa 60560.98 0.111157
2008958 1.92249 SLSNI 59768.09 0.191276
1223640 0.767459 SNIc 60053.383 0.0360512
2015762 1.62248 SLSNI 60311.348 0.044402
1263384 1.18874 SNIa 60012.219 0.158554
1268974 0.887567 SNIa 60442.422 0.034508
1217408 0.957161 SNIc 59773.199 0.0462232
1064895 1.02946 SNIIn 60555.344 0.0321021
2013957 2.02192 SLSNI 59653.055 0.0675771
1214836 0.614817 SNIc 60000.203 0.0764652
1215721 1.04623 SNIc 60422.969 0.0586657
1261604 0.178877 SNIa 59997.391 0.0684549
1160425 0.342302 SNIb 60118.395 0.0112932
1107442 1.41809 SNII 60434.422 0.0143739
1107901 1.17779 SNII 60180.055 0.171557
1115788 0.301403 SNII 60139.965 0.164889
2002351 2.51627 SLSNI 59964.309 0.0430779
