#CID ZCMB Type MJD_TRIGGER MWEBV
1155950 0.974881 SNIb 60486.418 0.0251733
1070996 1.3719 SNIIn 60428.074 0.0501589
1205443 0.473968 SNIc 60389.406 0.113981
1273135 1.14693 SNIa 59788.414 0.0224757
1105668 0.630447 SNII 60227.305 0.0638073
2004592 1.56156 SLSNI 60087.422 0.00853319
2006311 2.79053 SLSNI 60662.324 0.0661602
1223031 1.19563 SNIc 60305.281 0.05211
1117370 0.864939 SNII 59770.129 0.0478147
1059181 1.43312 SNIIn 59584.039 0.0775183
2014304 1.37738 SLSNI 59884.348 0.340505
1204345 1.33911 SNIc 60196.008 0.021732
2005461 1.50211 SLSNI 60051.145 0.289608
1269540 1.55579 SNIa 60664.305 0.0967407
2018092 1.92975 SLSNI 59652.219 0.0559866
1268371 0.542549 SNIa 60414.422 0.044574
1154744 0.774262 SNIb 60301.207 0.507189
1120427 1.09843 SNII 60395.297 0.193556
1154858 1.18581 SNIb 59582.047 0.0119485
2008673 1.79022 SLSNI 60436.426 0.0443626
1270241 1.64909 SNIa 59769.441 0.0174222
1069188 0.612929 SNIIn 59775.262 0.0919378
1113200 1.4905 SNII 59800.289 0.0247536
1121798 0.568604 SNII 60000.309 0.133356
2009399 1.92649 SLSNI 59729.262 0.0767707
1068012 1.35603 SNIIn 60350.039 0.00960937
1066455 0.662614 SNIIn 59712.957 0.0515511
1066139 1.51694 SNIIn 60414.348 0.122902
1119483 0.962423 SNII 60008.402 0.165538
2007886 1.83336 SLSNI 60463.414 0.0152408
1219861 0.906292 SNIc 60415.371 0.0482429
1169798 0.920772 SNIb 60413.059 0.0229518
1103793 0.888627 SNII 60096.109 0.077622
1267645 0.8074 SNIa 59929.312 0.179816
1223483 1.20486 SNIc 59809.035 0.321297
2015284 1.21203 SLSNI 60181.148 0.0394768
1102845 0.598586 SNII 59712.262 0.0375946
1264162 0.67918 SNIa 60307.043 0.0149475
1120870 0.267783 SNII 60206.273 0.0134762
2009835 1.23287 SLSNI 60390.375 0.04821
1270858 0.432885 SNIa 60038.383 0.055715
2010935 2.4865 SLSNI 60416.418 0.0490408
1058437 0.335355 SNIIn 60161.41 0.0165059
2013058 2.58699 SLSNI 60431.418 0.0428369
1220662 1.06899 SNIc 60659.328 0.0507873
1062010 1.0794 SNIIn 59902.312 0.185078
1115288 0.405983 SNII 60270.305 0.186794
1223216 1.25871 SNIc 59986.223 0.0477558
2001063 2.53522 SLSNI 60490.434 0.0238401
1114216 0.739149 SNII 59817.266 0.0161112
1166631 0.942711 SNIb 60145.062 0.0377759
1156954 1.1523 SNIb 60458.324 0.308476
1221208 0.550836 SNIc 59627.391 0.0693885
1269061 1.35956 SNIa 60158.352 0.0216181
1264646 1.50917 SNIa 59771.387 0.0326799
1053611 0.842202 SNIIn 59778.125 0.171508
1119657 1.177 SNII 60124.027 0.0552621
1113096 0.679683 SNII 60458.238 0.0637153
1057014 0.963118 SNIIn 60451.418 0.0194305
1110054 1.16477 SNII 60294.344 0.0294622
2006086 2.84927 SLSNI 59749.273 0.0302165
1169208 0.837541 SNIb 60381.285 0.101247
2010450 1.39806 SLSNI 60549.402 0.130813
1271037 1.64411 SNIa 60195.383 0.264893
1155859 0.781963 SNIb 60376.016 0.0649255
1264388 1.62585 SNIa 59672.406 0.286972
1260293 1.45554 SNIa 60250.359 0.0465284
2016859 2.0245 SLSNI 60137.406 0.0129069
1166791 0.622874 SNIb 60487.965 0.0304662
1115078 1.328 SNII 60545.195 0.027417
1160302 0.425614 SNIb 59799.41 0.120951
1106593 1.19384 SNII 60597.379 1.03378
1052418 1.28083 SNIIn 60557.414 0.882335
1213772 1.28584 SNIc 60415.273 0.0903094
1067758 0.8476 SNIIn 60095.398 0.0121985
1160890 1.22057 SNIb 60275.332 0.0292513
2013781 1.77271 SLSNI 60217.391 0.255196
2001910 2.02397 SLSNI 60631.121 0.0452904
1223584 1.05078 SNIc 59801.309 0.0167147
1207106 1.27051 SNIc 59906.34 0.0347879
1156038 0.690208 SNIb 59875.363 1.70642
1061309 0.731648 SNIIn 60415.176 0.097824
1055482 1.58494 SNIIn 60270.332 0.047158
1121641 1.49195 SNII 60497.406 0.0189495
1120515 1.41509 SNII 60128.98 0.0421596
1053073 1.48514 SNIIn 60419.984 0.047605
1060465 1.47451 SNIIn 59797.391 0.0198699
1162169 1.09731 SNIb 60069.973 0.0892654
1059403 1.32219 SNIIn 60051.406 0.0780809
1107054 1.33055 SNII 60037.133 0.0555149
1121343 1.42003 SNII 60297.199 0.263317
1270110 1.44207 SNIa 60549.98 0.0496067
1169676 1.1399 SNIb 59711.285 0.0341892
1114362 1.02326 SNII 60581.16 0.0283348
1069651 1.19889 SNIIn 60138.098 0.27361
2018022 1.85811 SLSNI 60027.406 0.0526942
2006567 2.43297 SLSNI 60491.43 0.0654513
1221846 1.46591 SNIc 59916.348 0.0838155
1210778 0.961114 SNIc 60017.398 0.299282
1158020 0.953978 SNIb 59819.418 0.0251997
1120074 1.22934 SNII 60619.145 0.0127949
1052877 1.27005 SNIIn 59656.402 0.145755
2002390 1.29287 SLSNI 59988.031 0.0654052
1257337 0.478799 SNIa 60536.133 0.0213985
2000491 2.44562 SLSNI 60050.41 0.0271901
1270525 0.807514 SNIa 60260.09 0.0910492
1118931 1.36258 SNII 59831.219 0.0216167
1159777 0.652001 SNIb 60055.387 0.0467379
1168102 0.684281 SNIb 59843.316 0.0454696
1221662 1.43269 SNIc 60423.336 0.0281789
2010269 1.62013 SLSNI 60378.402 1.22758
1109220 0.805181 SNII 59876.363 1.7675
1154422 0.935219 SNIb 60023.406 0.256079
2018661 0.712906 SLSNI 60467.992 0.152213
1255924 0.651439 SNIa 59802.43 0.082674
1109145 1.2288 SNII 60138.176 0.0573864
1157121 0.591685 SNIb 59946.074 0.108734
1268769 1.30603 SNIa 59655.316 0.113553
1105141 0.763064 SNII 60356.125 0.224997
1216050 0.405902 SNIc 60327.285 0.0898908
1161485 0.629891 SNIb 60588.383 0.599821
1115973 0.860998 SNII 60442.422 0.034508
1120651 1.19889 SNII 60486.262 0.27361
1206638 0.436405 SNIc 59629.395 0.269544
1165930 0.796773 SNIb 60444.43 0.0299189
1056573 0.973053 SNIIn 60491.195 0.100558
1109458 0.450934 SNII 59827.352 0.0337678
1217430 1.46745 SNIc 60531.207 0.0320625
1218872 0.755638 SNIc 60404.348 0.0502402
2010374 1.38678 SLSNI 59979.18 0.053145
1273693 1.21249 SNIa 59751.18 0.2976
1115574 1.58974 SNII 60233.344 0.125265
1062269 1.40366 SNIIn 60292.09 0.0106151
1155921 1.15502 SNIb 60568.059 0.542978
1065287 0.428705 SNIIn 60029.988 0.0224405
2007265 2.50578 SLSNI 60164.43 0.0585896
1114045 1.16919 SNII 59824.375 0.234347
2016434 2.14544 SLSNI 59875.18 0.0125657
1163551 0.488353 SNIb 59978.379 0.169131
1066087 1.37994 SNIIn 60132.434 0.0292706
1053215 1.44808 SNIIn 59669.992 0.316048
1265057 1.27906 SNIa 60484.207 0.168149
2019301 0.780645 SLSNI 59939.047 0.0281067
1222264 0.878548 SNIc 59942.277 0.0333512
2006364 2.09292 SLSNI 60143.434 0.0460553
2002123 1.93711 SLSNI 59979.371 0.257774
1061776 0.69405 SNIIn 59752.23 0.0978965
2008226 1.77728 SLSNI 59821.41 0.0330862
1065524 1.44119 SNIIn 59603.156 0.132403
1266140 0.961782 SNIa 60487.418 0.0197758
1270231 1.15292 SNIa 60357.195 0.207803
1153490 0.861794 SNIb 60158.438 0.0160923
1217544 1.15585 SNIc 59589.352 0.0324223
1268934 1.45147 SNIa 60338.031 0.0300067
1215856 0.697663 SNIc 59782.371 0.0167182
1273085 1.5039 SNIa 60152.988 0.0537099
1057531 0.770281 SNIIn 60406.25 0.235145
1222735 0.791584 SNIc 59990.09 0.0176193
1114580 0.957657 SNII 59774.414 0.0162555
1066686 0.66786 SNIIn 60038.094 0.984949
1111830 0.782404 SNII 59601.293 0.431971
1169654 1.30235 SNIb 60338.094 0.0122112
1212352 0.924387 SNIc 60233.379 0.0516356
1064816 0.800125 SNIIn 59866.098 0.0160105
2005778 1.6805 SLSNI 59778.098 0.0409199
1255663 0.334612 SNIa 59728.359 0.0258668
1105118 1.0008 SNII 59923.324 0.0285532
1058079 1.06746 SNIIn 60113.203 0.0511061
1051115 1.25013 SNIIn 60332.258 0.406642
1168821 1.10645 SNIb 60060.422 0.0385509
1272756 0.900327 SNIa 60337.34 0.117698
1110039 1.35483 SNII 59976.098 0.145507
1055774 1.17766 SNIIn 59633.129 0.0516777
1065125 1.33972 SNIIn 60367.336 0.100025
1110921 0.758901 SNII 60295.082 0.0302981
1102067 1.29815 SNII 60039.188 0.0478343
1220155 1.05966 SNIc 60589.379 0.466287
1273355 1.31741 SNIa 60055.32 0.353707
1223313 0.827537 SNIc 59855.996 0.0317159
1209279 0.758715 SNIc 60458.414 0.0178394
1208014 1.09664 SNIc 60397.406 0.0798821
1153570 1.25527 SNIb 59634.047 0.090426
1159797 0.39952 SNIb 60400.324 0.0320672
1068372 1.03569 SNIIn 60118.227 0.0512134
1065778 1.34921 SNIIn 60457.012 0.0441394
1051621 1.37901 SNIIn 60496.434 0.0306167
1054200 1.01671 SNIIn 60070.148 0.399378
1110513 1.31335 SNII 59682.086 0.319083
1060372 1.43906 SNIIn 60185.0 0.0745886
1272790 1.11565 SNIa 60359.391 0.402321
1064075 1.15797 SNIIn 60101.02 0.0395483
1059146 0.657855 SNIIn 60026.402 0.150647
1172181 1.0317 SNIb 59868.375 0.272773
1102490 0.918585 SNII 60166.352 0.0160923
1268456 1.56273 SNIa 60496.066 0.703292
1160668 0.152356 SNIb 60067.277 0.0840961
1068483 0.962423 SNIIn 59979.363 0.165538
1260670 1.22344 SNIa 60463.055 0.0356456
2017516 1.81557 SLSNI 60465.391 0.0104371
1060709 0.965386 SNIIn 59851.332 0.0562145
2007083 2.19304 SLSNI 59763.168 0.251417
1164498 1.17567 SNIb 59898.09 0.0125327
1060705 1.43272 SNIIn 60538.078 0.0313226
1211176 0.864642 SNIc 60037.41 0.127918
2015125 2.84585 SLSNI 60276.34 0.0847589
2013334 2.5804 SLSNI 60161.434 0.059326
1154255 0.386457 SNIb 60400.18 0.194384
2015680 2.89449 SLSNI 59874.109 0.00957005
1206291 1.36359 SNIc 60443.309 0.061491
1052666 1.57452 SNIIn 60546.418 0.058781
1058479 0.113275 SNIIn 60050.094 0.0709087
1158200 0.31661 SNIb 59625.133 0.0190237
1054228 1.47326 SNIIn 59628.383 0.0498559
1070404 1.19191 SNIIn 60335.113 0.0815653
1121281 0.626288 SNII 59788.969 0.104094
1064473 1.13365 SNIIn 60331.047 0.0126565
1260188 0.542336 SNIa 60069.133 1.24088
2012707 0.395971 SLSNI 60530.414 0.00506474
1217632 0.312909 SNIc 60233.367 0.0297433
2001887 2.55336 SLSNI 60039.043 0.420427
1218159 1.04983 SNIc 60628.246 0.0872627
1104864 0.699279 SNII 59800.031 0.520022
1166391 0.5395 SNIb 60021.391 0.131944
1051244 0.301645 SNIIn 60272.199 0.0307178
1052001 1.38042 SNIIn 60423.109 0.390594
1055596 1.01969 SNIIn 60662.332 0.104856
1165412 1.05747 SNIb 59722.281 0.0540236
1057873 1.5773 SNIIn 59801.047 0.223631
1265046 1.50954 SNIa 60567.039 0.0471239
1120562 0.582599 SNII 59748.125 0.053322
1256248 1.13131 SNIa 59753.301 0.0293349
1070126 0.773273 SNIIn 60201.375 0.206407
1273375 1.22293 SNIa 60550.395 0.100732
1162360 0.84853 SNIb 60345.125 0.0214476
1052250 1.36538 SNIIn 59779.379 0.00961285
1114841 0.933988 SNII 60333.234 0.0291458
1268729 1.64328 SNIa 59665.988 0.0546803
2004718 1.28665 SLSNI 59752.242 0.0433833
1153219 1.04733 SNIb 60121.359 0.00927167
1272512 1.39468 SNIa 60276.34 0.0577399
1113257 0.430802 SNII 60420.398 0.0130532
1215764 0.268121 SNIc 60442.008 0.778078
1055600 0.424195 SNIIn 60018.996 0.0114701
1110134 1.25637 SNII 59862.367 0.43481
1255144 1.21191 SNIa 59721.426 0.0294851
1161962 0.66113 SNIb 60137.312 0.0640362
1258077 1.24784 SNIa 59681.078 0.0306127
1213796 1.17788 SNIc 59797.434 0.0447325
1273373 0.419169 SNIa 59661.23 0.722817
1104148 0.835329 SNII 59791.035 0.188842
1168449 1.17264 SNIb 59914.348 0.0547722
1262956 0.635894 SNIa 60304.328 0.073168
2001652 1.23562 SLSNI 59992.098 0.0331083
1064825 0.954354 SNIIn 60392.336 0.0491598
1105575 0.896167 SNII 59968.164 0.0486111
1209762 1.42522 SNIc 59668.984 0.16639
2004666 2.19791 SLSNI 60284.23 0.327394
1111243 0.749262 SNII 60001.055 0.0230042
2016369 1.83341 SLSNI 59702.289 0.351618
1154862 1.01542 SNIb 59944.328 0.0544061
1209122 0.906536 SNIc 60095.441 0.017068
1112812 0.839449 SNII 60353.383 0.0712747
1207915 0.888607 SNIc 59802.418 0.00290827
1057513 0.37082 SNIIn 60369.391 0.0695239
1267860 1.56045 SNIa 59663.188 0.0562544
1104058 0.600031 SNII 59820.375 0.0163475
1261222 1.12507 SNIa 60038.035 0.0193023
1154080 0.425023 SNIb 60362.246 0.0967805
1052328 1.23474 SNIIn 60582.34 0.135188
1060889 0.711318 SNIIn 59946.082 0.0491306
2010471 1.35868 SLSNI 59777.293 0.142313
2013547 0.567746 SLSNI 59803.367 0.0364109
1115328 0.987732 SNII 60002.16 0.0290312
1220011 0.905713 SNIc 60301.348 0.0392136
1272759 0.855563 SNIa 60442.406 0.0251361
1113705 0.744563 SNII 59839.348 0.0164996
2007143 2.18997 SLSNI 59658.113 0.0343348
1157731 0.696075 SNIb 59773.195 0.0860679
1067081 0.473994 SNIIn 60627.105 0.00763024
1266045 1.36024 SNIa 60016.07 0.0464254
1220927 1.44229 SNIc 60065.418 0.0787756
1052857 1.58478 SNIIn 60058.418 0.0296496
1103509 0.913414 SNII 59951.352 0.0883265
1116477 0.509648 SNII 59610.289 0.0375003
2010737 2.59757 SLSNI 59901.047 0.0269882
2013941 2.42905 SLSNI 60313.285 1.12787
1156578 1.03824 SNIb 60165.973 0.950334
2003087 1.96372 SLSNI 60547.0 0.0942968
1172817 0.618131 SNIb 60126.418 0.0202561
1163727 0.95578 SNIb 60445.957 0.121039
1105047 0.901038 SNII 59748.227 0.140753
1168893 1.29484 SNIb 60210.391 0.209639
1264968 1.17132 SNIa 59597.188 0.0583188
1061145 0.235313 SNIIn 59717.23 0.0288473
1270353 1.15592 SNIa 60039.414 0.0511757
2010407 2.81664 SLSNI 59803.402 0.0651393
1216644 0.735083 SNIc 59929.312 0.179816
1257536 1.08696 SNIa 60275.336 0.0270667
1215513 1.22479 SNIc 60644.348 0.0370754
2008012 0.782739 SLSNI 60367.348 0.220628
1219683 1.11176 SNIc 60132.293 0.284351
2017004 1.89033 SLSNI 59758.418 0.0551097
1111328 1.16615 SNII 60359.02 0.110172
1165788 0.724252 SNIb 60500.438 0.114058
1121450 0.832858 SNII 60502.984 0.777659
1064518 1.10362 SNIIn 60232.309 0.165298
1256136 0.465049 SNIa 60268.348 0.0254247
2001398 1.83991 SLSNI 60312.297 0.0311032
2012656 1.83561 SLSNI 59846.031 0.726399
1065041 0.956414 SNIIn 60434.215 0.0960923
1155065 0.959713 SNIb 60528.215 0.0275192
1272452 1.62072 SNIa 59835.379 0.274076
2004680 1.08644 SLSNI 60314.039 0.0262575
1162592 0.62321 SNIb 59655.027 0.157104
1169618 1.03488 SNIb 59777.207 0.353795
1266998 1.52097 SNIa 60361.363 0.0375929
1212881 0.951609 SNIc 60616.223 0.0468009
1215716 0.99422 SNIc 60192.363 0.0375208
1068835 0.882662 SNIIn 60458.391 0.0118616
1107146 0.502358 SNII 59921.355 0.0305096
1222612 1.12624 SNIc 59860.285 0.355436
1117939 1.42537 SNII 59854.293 0.0219407
1167177 1.30046 SNIb 60103.016 0.032513
1102980 0.522764 SNII 59938.32 0.048947
1219418 0.446489 SNIc 60234.117 0.0228623
1121864 0.422325 SNII 60217.367 0.36692
1265682 0.546393 SNIa 59861.176 0.0349159
1214592 1.13808 SNIc 60414.316 0.407477
1121854 1.3484 SNII 60464.969 0.0760199
1262532 1.60171 SNIa 59770.266 0.01148
2006274 1.50179 SLSNI 59957.27 1.76286
1160184 0.485294 SNIb 59954.109 0.0126384
1266968 1.38083 SNIa 59777.973 0.0348585
1214151 0.667535 SNIc 60363.324 0.791792
1155458 0.827915 SNIb 59586.355 0.031991
1159484 1.06428 SNIb 59589.324 0.120337
1267026 0.650188 SNIa 60484.969 0.255601
1064832 1.0533 SNIIn 59919.195 0.177642
1206147 1.03974 SNIc 60297.355 0.265191
1170533 1.01654 SNIb 59584.055 0.144308
1153212 0.803643 SNIb 59591.145 0.470063
1104623 0.827306 SNII 60122.066 0.354326
1109538 0.814083 SNII 59598.297 0.0815119
1113637 0.758105 SNII 60305.316 0.0840635
1108686 0.595139 SNII 60126.438 0.0319062
1065729 0.575325 SNIIn 60443.051 0.0394384
1051775 1.01076 SNIIn 60612.008 0.0221562
1273813 0.466843 SNIa 60053.391 0.0211116
2008134 2.25231 SLSNI 60260.328 0.378429
1054315 1.29851 SNIIn 60221.27 0.029294
1116571 0.979048 SNII 60334.344 0.0371965
1153352 1.09711 SNIb 59592.23 0.0359451
1107345 0.693458 SNII 60652.188 0.0734475
1261093 0.687203 SNIa 60001.398 0.161224
1266576 1.58395 SNIa 60119.355 0.0150614
1214904 1.2301 SNIc 59952.32 0.0513799
1116853 0.680476 SNII 60279.348 1.01808
1157910 0.940575 SNIb 60600.207 0.0504256
1260780 1.58833 SNIa 59618.18 0.139171
1255079 1.34103 SNIa 60330.035 0.0300923
1219482 1.21584 SNIc 59771.293 0.0161166
1219423 0.739223 SNIc 60532.211 0.0212762
1256933 1.00925 SNIa 60061.371 0.0214362
1220393 1.27256 SNIc 60031.996 0.420004
1160208 0.394029 SNIb 60615.059 0.03558
1112436 1.40765 SNII 60553.055 0.0458446
1070220 1.49108 SNIIn 60132.168 0.111386
1105946 1.29492 SNII 60120.438 0.010596
1103241 0.35595 SNII 60351.379 0.187053
1067970 1.19838 SNIIn 59798.312 0.0105672
1068126 0.487997 SNIIn 60486.332 0.0465715
1267857 1.41135 SNIa 60640.148 0.0455759
1066843 0.583341 SNIIn 59787.973 0.387778
1121694 0.860688 SNII 60063.328 0.116009
1057905 1.25632 SNIIn 60445.414 0.0193454
1209783 1.39408 SNIc 60340.344 0.0997039
1063952 1.48157 SNIIn 59591.078 0.00612879
1270113 0.760122 SNIa 60309.164 0.0107167
1219137 0.974529 SNIc 60275.223 0.597426
1061130 1.44974 SNIIn 59929.078 0.00716691
1268508 1.10211 SNIa 60077.121 0.0582013
1158300 1.49105 SNIb 60062.422 0.0421275
1172770 0.490207 SNIb 60303.082 0.051645
2019874 1.29823 SLSNI 60245.289 0.809406
1055877 0.846742 SNIIn 60664.031 0.0390885
1256581 1.35712 SNIa 59924.336 0.0355247
1066238 0.508547 SNIIn 59836.023 0.0761937
1207694 1.1237 SNIc 60103.258 0.319895
2002986 2.78065 SLSNI 60018.391 0.0836254
1260985 1.22413 SNIa 59643.012 0.0297494
2018126 1.55021 SLSNI 60539.363 0.0301263
2007268 0.797596 SLSNI 60629.023 0.0193396
1112206 1.16944 SNII 60597.316 0.0291956
1157186 0.817171 SNIb 59860.316 0.401133
1102765 0.992643 SNII 59950.363 0.0354917
1157531 1.36015 SNIb 60444.262 0.059839
2007625 1.73272 SLSNI 59793.105 0.258376
2001363 2.44693 SLSNI 60051.41 0.0617938
1211079 1.00123 SNIc 60119.191 0.0511061
2011628 1.5775 SLSNI 59610.277 0.0245406
1163315 0.877857 SNIb 60657.137 0.00896177
1220650 0.85491 SNIc 60579.109 0.0223544
2018201 1.08135 SLSNI 59652.242 0.081304
1262012 0.791541 SNIa 60467.438 0.0186373
1165188 0.972309 SNIb 60550.41 0.163189
2010697 2.0573 SLSNI 59621.219 0.0742319
1209460 0.729338 SNIc 59711.078 0.0920847
1256324 0.878219 SNIa 59929.074 0.0160445
2018679 1.80182 SLSNI 59652.195 0.0355795
2011086 2.10028 SLSNI 60670.355 0.274976
1274466 0.798262 SNIa 60030.402 0.1635
2009494 2.04253 SLSNI 60392.406 0.0892062
1120711 0.99576 SNII 59923.027 0.0194741
1215877 1.00124 SNIc 59627.387 0.072524
1274805 1.37339 SNIa 60300.277 0.0920935
1068443 0.867294 SNIIn 59787.418 0.0143514
1269173 1.58857 SNIa 59883.023 0.081966
1060939 0.566739 SNIIn 60103.289 0.680336
1264561 1.08963 SNIa 59753.25 0.0166401
1058819 1.11153 SNIIn 59805.379 0.0276893
1172690 0.600643 SNIb 60309.305 1.3675
1057509 1.3367 SNIIn 60661.031 0.0246815
1109868 1.38474 SNII 60460.16 0.153071
1270695 0.911797 SNIa 59770.352 0.0139863
1208523 0.828782 SNIc 60158.148 0.0705582
1261039 1.03586 SNIa 60305.281 0.0668332
1065886 0.904513 SNIIn 59645.395 0.0914852
2004657 1.1167 SLSNI 59771.316 0.0117802
1103441 1.16013 SNII 60001.059 0.0104636
2003497 1.31693 SLSNI 59997.34 0.0856873
1119569 1.01482 SNII 60496.289 0.0332157
1155992 1.24197 SNIb 60363.387 0.34324
1116179 1.15295 SNII 60420.094 0.0300888
1265370 1.06817 SNIa 60517.305 0.0221392
1051340 1.1151 SNIIn 60390.402 0.0587867
1114040 0.986984 SNII 60602.262 0.399173
2009491 2.84469 SLSNI 59944.324 0.0846143
1208974 0.713244 SNIc 60200.199 0.0146404
1061484 1.49695 SNIIn 60659.348 0.0591881
1168822 0.627696 SNIb 59803.344 0.00954737
1218807 1.20177 SNIc 59623.383 0.145294
2011235 0.430178 SLSNI 60242.34 0.197501
1153626 0.847341 SNIb 60071.191 0.0745872
2003541 1.58584 SLSNI 60130.965 0.0370468
1221337 1.35106 SNIc 60553.414 0.198088
1119314 1.21344 SNII 59978.379 0.176976
1156863 0.496508 SNIb 60672.359 0.02636
1167909 0.640912 SNIb 59769.191 0.211827
1216430 0.28021 SNIc 59975.375 0.0608115
2018420 2.11336 SLSNI 60212.141 0.00671783
1051493 1.30139 SNIIn 60154.023 0.0973098
1065489 0.424796 SNIIn 60326.363 0.0495984
1068287 1.21458 SNIIn 59941.32 0.0293778
1119854 0.701639 SNII 59802.426 0.0331625
1110478 1.14041 SNII 59652.285 0.171897
1120336 1.34025 SNII 60008.324 0.565444
1162088 0.731217 SNIb 59952.328 0.055251
1170249 1.38267 SNIb 59836.023 0.0512094
1261768 1.2314 SNIa 60032.152 0.05631
1171354 1.19807 SNIb 60077.238 0.353707
1108769 1.38518 SNII 59979.125 0.429301
2001061 1.54626 SLSNI 59769.219 0.0529875
1207963 0.760265 SNIc 59811.363 0.0233939
1156267 1.1565 SNIb 59885.027 0.0262999
1219243 0.860364 SNIc 60264.031 0.00891163
1064307 1.59596 SNIIn 60302.16 0.346531
1261252 1.32948 SNIa 59917.34 0.0536816
1068123 0.812943 SNIIn 60176.395 0.0203347
1213714 0.29728 SNIc 59771.074 0.0386922
1222715 0.144755 SNIc 60246.348 0.0432443
2001773 2.52312 SLSNI 59653.246 0.0645634
2001103 2.69395 SLSNI 60555.238 0.0208718
1057439 0.432303 SNIIn 60497.383 0.023694
1205855 0.838461 SNIc 60406.25 0.164803
2004802 1.35183 SLSNI 60012.086 0.222122
1121346 0.597119 SNII 60391.062 0.150876
1114685 0.467741 SNII 60643.148 0.0348736
2006360 2.89017 SLSNI 60338.133 0.007028
1208826 1.02955 SNIc 60345.355 0.0904922
1063175 1.28602 SNIIn 59629.312 0.0472984
1164213 0.656663 SNIb 59675.984 0.587161
1260269 1.06837 SNIa 60069.977 0.0512851
1121394 1.54252 SNII 59653.234 0.117877
1108055 0.776791 SNII 60263.078 0.0458811
1069631 1.04107 SNIIn 59825.414 0.12189
1058136 0.680123 SNIIn 60447.434 0.0272536
2010353 1.56085 SLSNI 59658.344 0.106881
1222573 0.88789 SNIc 59896.359 0.0412467
1115945 0.335345 SNII 60306.363 0.0475199
1069470 1.11758 SNIIn 60158.398 0.0138427
2004363 1.62094 SLSNI 59924.352 0.034955
1055464 1.58344 SNIIn 59817.352 0.0569049
2000392 1.37068 SLSNI 59801.172 0.0163327
1052545 0.417526 SNIIn 59676.391 0.405714
2000474 1.42917 SLSNI 59753.336 0.0151028
1154230 0.924665 SNIb 60101.422 0.0160573
1263734 1.03791 SNIa 60330.297 0.0828778
1055297 1.13847 SNIIn 60291.184 0.392449
1214747 0.22509 SNIc 60244.34 0.0503508
1274030 0.688316 SNIa 59729.324 0.0510794
2003757 0.630618 SLSNI 59668.41 0.585129
1209110 0.945258 SNIc 60610.039 0.0626589
2008056 2.1422 SLSNI 60278.348 0.0294622
