# CREATED_DATE: 2018-04-21T19:06:38.158Z
# MODIFIED_DATE: 2019-06-24T18:05:54.732Z
# STATUS: FollowupFinished
# OBS_GROUP: ASAS-SN
# NON_DETECT_BAND: Leavitt - g
# BEST_SPEC_CLASS: SN Ia
# PHOTO_CLASS: None
# CONTEXT_CLASS: None
# BEST_SPECTRUM: None
# HOST: None
# ABS_MAG_PEAK_BAND: None
# ANTARES_CLASSIFICATION: None
# INTERNAL_SURVEY: None
# NAME: 2018aye
# RA: 269.418166666667
# DEC: 50.0388111111111
# RA_ERR: None
# DEC_ERR: None
# DISC_DATE: 2018-04-21T07:26:24Z
# REDSHIFT: 0.017
# REDSHIFT_ERR: None
# REDSHIFT_SOURCE: None
# NON_DETECT_DATE: 2018-04-15T07:52:19Z
# NON_DETECT_LIMIT: 19.1
# MW_EBV: 0.0361
# ABS_MAG_PEAK: None
# ABS_MAG_PEAK_DATE: None
# POSTAGE_STAMP_FILE: None
# POSTAGE_STAMP_REF: None
# POSTAGE_STAMP_DIFF: None
# POSTAGE_STAMP_FILE_FITS: None
# POSTAGE_STAMP_REF_FITS: None
# POSTAGE_STAMP_DIFF_FITS: None
# K2_VALIDATED: None
# K2_MSG: None
# TNS_SPEC_CLASS: SN Ia
# POINT_SOURCE_PROBABILITY: None
# SLUG: 2018aye
# REAL_BOGUS_SCORE: None
# HAS_HST: None
# HAS_SPITZER: None
# HAS_CHANDRA: None
# TAGS: []

VARLIST:  MJD		 FLT  FLUXCAL	FLUXCALERR	  MAG	  MAGERR	 MAGSYS	  TELESCOPE	   INSTRUMENT
OBS:	  58229.310	g-Sloan	6309.573  0.000	18.000  0.000	None	Unknown	Unknown
OBS:	  58326.319	r-ZTF	1628.997  492.569	19.470  0.328	None	P48	ZTF-Cam
OBS:	  58329.187	g-ZTF	946.412  255.750	20.060  0.293	None	P48	ZTF-Cam
OBS:	  58329.310	r-ZTF	2040.235  411.529	19.226  0.219	None	P48	ZTF-Cam
OBS:	  58332.204	g-ZTF	947.459  174.267	20.059  0.200	None	P48	ZTF-Cam
OBS:	  58338.197	r-ZTF	1605.462  207.312	19.486  0.140	None	P48	ZTF-Cam
OBS:	  58343.329	r-ZTF	1398.685  222.607	19.636  0.173	None	P48	ZTF-Cam
OBS:	  58352.241	r-ZTF	1178.690  320.148	19.822  0.295	None	P48	ZTF-Cam
OBS:	  58560.511	g-ZTF	1860.716  215.765	19.326  0.126	None	P48	ZTF-Cam
OBS:	  58572.505	g-ZTF	1329.108  169.178	19.691  0.138	None	P48	ZTF-Cam
OBS:	  58580.448	g-ZTF	1745.018  234.494	19.396  0.146	None	P48	ZTF-Cam
OBS:	  58580.520	r-ZTF	12870.638  520.404	17.226  0.044	None	P48	ZTF-Cam
OBS:	  58587.452	g-ZTF	1632.753  190.985	19.468  0.127	None	P48	ZTF-Cam
OBS:	  58593.338	r-ZTF	12133.878  508.495	17.290  0.045	None	P48	ZTF-Cam
OBS:	  58596.496	g-ZTF	1990.491  309.463	19.253  0.169	None	P48	ZTF-Cam
OBS:	  58605.432	r-ZTF	643.339  197.493	20.479  0.333	None	P48	ZTF-Cam
OBS:	  58605.491	g-ZTF	1629.297  224.045	19.470  0.149	None	P48	ZTF-Cam
OBS:	  58608.412	g-ZTF	1497.890  163.346	19.561  0.118	None	P48	ZTF-Cam
OBS:	  58608.497	r-ZTF	12124.950  261.319	17.291  0.023	None	P48	ZTF-Cam
OBS:	  58612.448	r-ZTF	619.955  166.161	20.519  0.291	None	P48	ZTF-Cam
OBS:	  58616.408	r-ZTF	591.997  172.572	20.569  0.317	None	P48	ZTF-Cam
OBS:	  58616.473	g-ZTF	1982.806  135.872	19.257  0.074	None	P48	ZTF-Cam
OBS:	  58618.244	r-ZTF	12387.967  399.341	17.267  0.035	None	P48	ZTF-Cam
OBS:	  58632.320	r-ZTF	622.186  205.153	20.515  0.358	None	P48	ZTF-Cam
OBS:	  58632.431	g-ZTF	1341.529  162.728	19.681  0.132	None	P48	ZTF-Cam
OBS:	  58635.453	g-ZTF	1719.333  133.019	19.412  0.084	None	P48	ZTF-Cam
OBS:	  58638.299	r-ZTF	760.047  180.887	20.298  0.258	None	P48	ZTF-Cam
OBS:	  58638.367	g-ZTF	1605.462  131.159	19.486  0.089	None	P48	ZTF-Cam
OBS:	  58641.219	g-ZTF	1678.341  191.526	19.438  0.124	None	P48	ZTF-Cam
OBS:	  58644.349	g-ZTF	1340.417  160.741	19.682  0.130	None	P48	ZTF-Cam
OBS:	  58647.387	g-ZTF	1424.952  251.593	19.615  0.192	None	P48	ZTF-Cam
OBS:	  58650.452	g-ZTF	1547.675  458.143	19.526  0.321	None	P48	ZTF-Cam
OBS:	  58654.309	g-ZTF	1987.377  337.717	19.254  0.184	None	P48	ZTF-Cam
OBS:	  58655.270	g-ZTF	1800.197  248.541	19.362  0.150	None	P48	ZTF-Cam
OBS:	  58657.445	g-ZTF	1368.484  260.529	19.659  0.207	None	P48	ZTF-Cam
OBS:	  58271.454	i	17060.824  314.272	16.920  0.020	None	Pan-STARRS1	GPC1
OBS:	  58232.558	orange	16904.409  373.669	16.930  0.024	None	ATLAS	HKO
OBS:	  58229.310	Unknown	6309.573  0.000	18.000  0.000	None	ASAS-SN	Leavitt
OBS:	  58229.310	g	6309.573  0.000	18.000  0.000	None	ASAS-SN	Leavitt
# END: 
