# CREATED_DATE: 2018-03-19T18:59:11.451Z
# MODIFIED_DATE: 2021-10-01T22:11:18.259Z
# STATUS: FollowupFinished
# OBS_GROUP: Unknown
# NON_DETECT_BAND: Unknown - Clear
# BEST_SPEC_CLASS: SN Ia
# PHOTO_CLASS: SN II
# CONTEXT_CLASS: None
# BEST_SPECTRUM: None
# HOST: Host: NGC 0474; (01:20:06.69, +03:24:55.44)
# ABS_MAG_PEAK_BAND: None
# ANTARES_CLASSIFICATION: None
# INTERNAL_SURVEY: Foundation
# NAME: 2017fgc
# RA: 20.0601666666667
# DEC: 3.40276666666667
# RA_ERR: None
# DEC_ERR: None
# DISC_DATE: 2017-07-11T00:00:00Z
# REDSHIFT: 0.008
# REDSHIFT_ERR: None
# REDSHIFT_SOURCE: None
# NON_DETECT_DATE: 2017-07-08T06:59:02Z
# NON_DETECT_LIMIT: 19.495
# MW_EBV: 0.0294319926947355
# ABS_MAG_PEAK: None
# ABS_MAG_PEAK_DATE: None
# POSTAGE_STAMP_FILE: None
# POSTAGE_STAMP_REF: None
# POSTAGE_STAMP_DIFF: None
# POSTAGE_STAMP_FILE_FITS: None
# POSTAGE_STAMP_REF_FITS: None
# POSTAGE_STAMP_DIFF_FITS: None
# K2_VALIDATED: None
# K2_MSG: 
# TNS_SPEC_CLASS: SN Ia
# POINT_SOURCE_PROBABILITY: None
# SLUG: 2017fgc
# REAL_BOGUS_SCORE: None
# HAS_HST: True
# HAS_SPITZER: True
# HAS_CHANDRA: True
# TAGS: [11, 13, 46, 77]

VARLIST:  MJD		 FLT  FLUXCAL	FLUXCALERR	  MAG	  MAGERR	 MAGSYS	  TELESCOPE	   INSTRUMENT
OBS:	  57943.290	Unknown	11760.885  1083.218	17.324  0.100	None	Unknown	Unknown
OBS:	  57971.285	gp	8428.355  8428.355	17.686  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57971.287	rp	7469.580  7469.580	17.817  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57971.290	ip	9898.273  9898.273	17.511  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57971.661	B	124051.576  124051.576	14.766  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57971.666	V	343435.004  343435.004	13.660  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57971.669	gp	103901.671  103901.671	14.958  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57971.670	rp	126862.847  126862.847	14.742  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57971.673	ip	125831.220  125831.220	14.751  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57973.275	B	189891.414  189891.414	14.304  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57973.276	V	94935.247  94935.247	15.056  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57973.279	gp	69987.465  69987.465	15.387  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57973.282	rp	90553.356  90553.356	15.108  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57973.286	ip	182597.794  182597.794	14.346  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57973.684	B	32768.536  32768.536	16.211  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57973.686	V	23435.646  23435.646	16.575  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57973.690	gp	20876.960  20876.960	16.701  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57973.693	rp	18107.299  18107.299	16.855  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57973.694	ip	13561.082  13561.082	17.169  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57974.701	B	11329.741  11329.741	17.364  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57974.704	V	9651.055  9651.055	17.539  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57974.708	gp	6719.808  6719.808	17.932  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57974.710	rp	5665.824  5665.824	18.117  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57974.714	ip	7281.595  7281.595	17.844  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57979.361	B	4188.488  4188.488	18.445  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57979.363	V	3778.325  3778.325	18.557  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57979.367	gp	2258.342  2258.342	19.116  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57979.370	rp	2676.263  2676.263	18.931  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57979.373	ip	2915.162  2915.162	18.838  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57984.048	B	3152.165  3152.165	18.753  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57984.051	V	3586.054  3586.054	18.613  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57984.054	gp	1353.940  1353.940	19.671  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57984.055	rp	1622.718  1622.718	19.474  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57984.058	ip	1962.191  1962.191	19.268  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57987.624	rp	1352.256  1352.256	19.672  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57987.626	ip	1847.356  1847.356	19.334  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57987.749	B	895.693  895.693	20.120  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57987.752	V	944.603  944.603	20.062  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57987.754	gp	489.789  489.789	20.775  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57987.757	rp	655.211  655.211	20.459  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57987.761	ip	863.597  863.597	20.159  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57992.047	B	4234.323  4234.323	18.433  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57992.052	V	5333.932  5333.932	18.182  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57992.055	gp	3202.584  3202.584	18.736  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57992.056	rp	4465.435  4465.435	18.375  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57992.059	ip	5977.632  5977.632	18.059  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57995.694	B	13666.800  13666.800	17.161  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57995.697	V	20198.620  20198.620	16.737  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57995.700	gp	8745.619  8745.619	17.646  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57995.703	rp	15148.266  15148.266	17.049  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57995.706	ip	16238.825  16238.825	16.974  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57999.194	B	5930.438  5930.438	18.067  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57999.198	V	10486.647  10486.647	17.448  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57999.202	gp	5708.207  5708.207	18.109  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57999.203	rp	7289.231  7289.231	17.843  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57999.207	ip	33348.854  33348.854	16.192  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58003.452	B	12278.787  12278.787	17.277  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58003.453	V	14130.639  14130.639	17.125  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58003.456	gp	9639.831  9639.831	17.540  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58003.461	rp	11178.422  11178.422	17.379  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58003.462	ip	11202.462  11202.462	17.377  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58007.740	B	3095.633  3095.633	18.773  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58007.742	V	3485.268  3485.268	18.644  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58007.744	gp	1768.353  1768.353	19.381  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58007.749	rp	1593.922  1593.922	19.494  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58007.750	ip	1835.639  1835.639	19.341  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58013.356	B	3806.873  3806.873	18.549  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58013.359	V	4362.651  4362.651	18.401  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58013.362	gp	2288.477  2288.477	19.101  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58013.367	rp	3446.297  3446.297	18.657  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58013.368	ip	4873.028  4873.028	18.281  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58016.896	B	25553.859  25553.859	16.481  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58016.899	V	27780.946  27780.946	16.391  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58016.902	gp	16371.675  16371.675	16.965  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58016.906	rp	28577.372  28577.372	16.360  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58016.908	ip	61247.907  61247.907	15.532  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58017.289	B	4365.563  4365.563	18.400  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58017.291	V	6364.154  6364.154	17.991  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58017.293	gp	2458.789  2458.789	19.023  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58017.296	rp	5490.101  5490.101	18.151  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58017.299	ip	8950.188  8950.188	17.620  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58024.713	B	30016.319  30016.319	16.307  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58024.716	V	33440.601  33440.601	16.189  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58024.720	gp	17340.437  17340.437	16.902  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58024.723	rp	42852.850  42852.850	15.920  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58024.726	ip	27826.469  27826.469	16.389  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58034.360	B	4168.279  4168.279	18.450  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58034.366	V	8437.392  8437.392	17.684  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58034.367	gp	5554.241  5554.241	18.138  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58034.371	rp	9098.899  9098.899	17.603  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58034.375	ip	10715.691  10715.691	17.425  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58040.996	B	1730.776  1730.776	19.404  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58041.006	V	6978.378  6978.378	17.891  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58041.009	gp	4468.880  4468.880	18.375  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58041.010	rp	4524.042  4524.042	18.361  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58041.013	ip	4843.412  4843.412	18.287  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58047.813	B	2888.512  2888.512	18.848  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58047.818	V	10514.977  10514.977	17.445  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58047.819	gp	4425.497  4425.497	18.385  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58047.824	rp	5098.708  5098.708	18.231  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58047.826	ip	5404.756  5404.756	18.168  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58055.238	B	1950.043  1950.043	19.275  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58055.246	V	5802.543  5802.543	18.091  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58055.249	gp	3416.253  3416.253	18.666  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58055.253	rp	4583.782  4583.782	18.347  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58055.255	ip	6348.139  6348.139	17.993  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58058.229	B	20737.566  20737.566	16.708  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58058.232	V	21135.826  21135.826	16.687  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58058.233	gp	14649.184  14649.184	17.085  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58058.236	rp	16229.883  16229.883	16.974  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58058.239	ip	23163.038  23163.038	16.588  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58065.149	B	59465.721  59465.721	15.564  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58065.152	V	93836.703  93836.703	15.069  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58067.068	B	5063.619  5063.619	18.239  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58067.072	V	6395.604  6395.604	17.985  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58067.075	gp	2746.703  2746.703	18.903  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58067.078	rp	5474.643  5474.643	18.154  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58067.079	ip	8931.236  8931.236	17.623  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58067.552	B	2015.683  2015.683	19.239  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58067.554	V	2773.418  2773.418	18.892  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58067.555	rp	11128.864  493.643	17.384  0.048	None	Siding_Spring_1m	Sinistro
OBS:	  58067.556	ip	6485.202  6485.202	17.970  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58073.011	B	13933.650  13933.650	17.140  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58073.013	V	10024.622  10024.622	17.497  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58073.014	rp	10072.815  597.795	17.493  0.064	None	Siding_Spring_1m	Sinistro
OBS:	  58073.015	ip	12331.047  12331.047	17.273  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58074.170	B	3018.358  3018.358	18.801  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58074.171	V	3801.393  3801.393	18.550  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58074.176	gp	1826.120  1826.120	19.346  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58074.178	rp	2622.906  2622.906	18.953  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58074.181	ip	4026.740  4026.740	18.488  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58077.032	B	3878.906  3878.906	18.528  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58077.033	V	14086.494  278.559	17.128  0.021	None	Siding_Spring_1m	Sinistro
OBS:	  58077.035	rp	8881.334  209.110	17.629  0.026	None	Siding_Spring_1m	Sinistro
OBS:	  58077.036	ip	2622.471  2622.471	18.953  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58081.554	B	13120.264  13120.264	17.205  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58081.557	V	19487.894  19487.894	16.776  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58081.559	gp	10821.735  10821.735	17.414  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58081.564	rp	12907.438  12907.438	17.223  1.086	None	Siding_Spring_1m	Sinistro
