# CREATED_DATE: 2018-03-19T18:43:41.440Z
# MODIFIED_DATE: 2021-10-01T22:11:20.607Z
# STATUS: FollowupFinished
# OBS_GROUP: Unknown
# NON_DETECT_BAND: Unknown - Clear
# BEST_SPEC_CLASS: SN Ia
# PHOTO_CLASS: SN Ia
# CONTEXT_CLASS: None
# BEST_SPECTRUM: None
# HOST: Host: NGC 5643; (14:32:40.74, -44:10:27.88)
# ABS_MAG_PEAK_BAND: None
# ANTARES_CLASSIFICATION: None
# INTERNAL_SURVEY: Foundation
# NAME: 2017cbv
# RA: 218.143416666667
# DEC: -44.1340944444444
# RA_ERR: None
# DEC_ERR: None
# DISC_DATE: 2017-03-10T04:06:14Z
# REDSHIFT: 0.003999
# REDSHIFT_ERR: None
# REDSHIFT_SOURCE: None
# NON_DETECT_DATE: 2017-02-17T06:02:52Z
# NON_DETECT_LIMIT: 20.3315
# MW_EBV: 0.1452
# ABS_MAG_PEAK: None
# ABS_MAG_PEAK_DATE: None
# POSTAGE_STAMP_FILE: None
# POSTAGE_STAMP_REF: None
# POSTAGE_STAMP_DIFF: None
# POSTAGE_STAMP_FILE_FITS: None
# POSTAGE_STAMP_REF_FITS: None
# POSTAGE_STAMP_DIFF_FITS: None
# K2_VALIDATED: None
# K2_MSG: 
# TNS_SPEC_CLASS: SN Ia
# POINT_SOURCE_PROBABILITY: None
# SLUG: 2017cbv
# REAL_BOGUS_SCORE: None
# HAS_HST: True
# HAS_SPITZER: None
# HAS_CHANDRA: True
# TAGS: [6, 10, 11, 13, 47]

VARLIST:  MJD		 FLT  FLUXCAL	FLUXCALERR	  MAG	  MAGERR	 MAGSYS	  TELESCOPE	   INSTRUMENT
OBS:	  57822.136	Unknown	38190.909  3517.513	16.045  0.100	None	Unknown	Unknown
OBS:	  57826.252	UVM2	1489.651  191.409	19.567  0.140	None	Swift	UVOT
OBS:	  57827.172	UVW1	25612.183  753.972	16.479  0.032	None	Swift	UVOT
OBS:	  57827.174	U	167444.262  2550.060	14.440  0.017	None	Swift	UVOT
OBS:	  57827.175	B	511609.894  6448.650	13.228  0.014	None	Swift	UVOT
OBS:	  57827.176	UVW2	5299.375  227.021	18.189  0.047	None	Swift	UVOT
OBS:	  57827.181	UVM2	1450.530  108.127	19.596  0.081	None	Swift	UVOT
OBS:	  57829.185	UVW2	11091.521  176.865	17.388  0.017	None	Swift	UVOT
OBS:	  57829.566	UVW2	12368.130  156.075	17.269  0.014	None	Swift	UVOT
OBS:	  57832.025	U	762231.913  15335.702	12.795  0.022	None	Swift	UVOT
OBS:	  57832.025	B	1067684.898  22916.423	12.429  0.023	None	Swift	UVOT
OBS:	  57832.027	V	1736191.439  39558.119	11.901  0.025	None	Swift	UVOT
OBS:	  57832.625	UVW2	22912.382  489.750	16.600  0.023	None	Swift	UVOT
OBS:	  57832.629	V	2030310.898  28268.863	11.731  0.015	None	Swift	UVOT
OBS:	  57832.630	UVM2	5127.380  236.276	18.225  0.050	None	Swift	UVOT
OBS:	  57836.085	UVW1	182043.280  2472.109	14.350  0.015	None	Swift	UVOT
OBS:	  57836.473	UVM2	7049.800  145.096	17.880  0.022	None	Swift	UVOT
OBS:	  57838.731	UVW1	195975.982  2871.436	14.269  0.016	None	Swift	UVOT
OBS:	  57838.735	UVW2	31489.441  719.350	16.255  0.025	None	Swift	UVOT
OBS:	  57838.739	UVM2	8004.543  313.845	17.742  0.043	None	Swift	UVOT
OBS:	  57844.382	UVW1	137576.474  2222.849	14.654  0.018	None	Swift	UVOT
OBS:	  57848.625	UVW1	95323.688  1825.488	15.052  0.021	None	Swift	UVOT
OBS:	  57848.629	UVW2	18864.035  560.876	16.811  0.032	None	Swift	UVOT
OBS:	  57848.633	UVM2	6026.048  239.693	18.050  0.043	None	Swift	UVOT
OBS:	  57850.561	UVW1	69446.214  1508.299	15.396  0.024	None	Swift	UVOT
OBS:	  57850.565	UVW2	15629.227  507.854	17.015  0.035	None	Swift	UVOT
OBS:	  57852.483	UVW1	61095.083  1419.267	15.535  0.025	None	Swift	UVOT
OBS:	  57852.487	UVW2	12485.688  458.319	17.259  0.040	None	Swift	UVOT
OBS:	  57852.491	UVM2	4791.842  225.778	18.299  0.051	None	Swift	UVOT
OBS:	  57854.023	UVW1	51149.323  1268.313	15.728  0.027	None	Swift	UVOT
OBS:	  57854.027	UVW2	12111.055  443.539	17.292  0.040	None	Swift	UVOT
OBS:	  57854.031	UVM2	3946.085  241.635	18.510  0.067	None	Swift	UVOT
OBS:	  57856.732	UVW1	39715.411  1123.271	16.003  0.031	None	Swift	UVOT
OBS:	  57856.736	UVW2	8627.327  372.740	17.660  0.047	None	Swift	UVOT
OBS:	  57856.739	UVM2	3263.901  171.524	18.716  0.057	None	Swift	UVOT
OBS:	  57858.463	UVW1	32252.581  1005.832	16.229  0.034	None	Swift	UVOT
OBS:	  57858.467	UVW2	7953.696  357.817	17.749  0.049	None	Swift	UVOT
OBS:	  57858.471	UVM2	2528.001  150.826	18.993  0.065	None	Swift	UVOT
OBS:	  57862.178	UVW1	19438.230  767.695	16.778  0.043	None	Swift	UVOT
OBS:	  57862.182	UVW2	5459.383  298.516	18.157  0.059	None	Swift	UVOT
OBS:	  57862.186	UVM2	2327.086  147.232	19.083  0.069	None	Swift	UVOT
OBS:	  57864.305	UVW1	17971.464  746.471	16.864  0.045	None	Swift	UVOT
OBS:	  57864.309	UVW2	4508.348  269.647	18.365  0.065	None	Swift	UVOT
OBS:	  57864.313	UVM2	1875.438  143.267	19.317  0.083	None	Swift	UVOT
OBS:	  57866.110	UVW1	12967.173  402.068	17.218  0.034	None	Swift	UVOT
OBS:	  57866.114	UVW2	4085.797  255.422	18.472  0.068	None	Swift	UVOT
OBS:	  57866.118	UVM2	1804.919  152.138	19.359  0.092	None	Swift	UVOT
OBS:	  57878.001	UVW1	7230.500  268.661	17.852  0.040	None	Swift	UVOT
OBS:	  57878.005	UVW2	2245.882  179.801	19.122  0.087	None	Swift	UVOT
OBS:	  57878.868	UVM2	1020.952  75.210	19.977  0.080	None	Swift	UVOT
OBS:	  57884.241	UVW1	6876.982  233.893	17.907  0.037	None	Swift	UVOT
OBS:	  57884.245	UVW2	1876.666  98.341	19.317  0.057	None	Swift	UVOT
OBS:	  57884.248	UVM2	978.155  109.869	20.024  0.122	None	Swift	UVOT
OBS:	  57888.368	UVW1	6080.972  228.337	18.040  0.041	None	Swift	UVOT
OBS:	  57888.372	UVW2	1541.655  95.221	19.530  0.067	None	Swift	UVOT
OBS:	  57888.376	UVM2	968.403  86.468	20.035  0.097	None	Swift	UVOT
OBS:	  57904.166	UVW1	3752.371  148.498	18.564  0.043	None	Swift	UVOT
OBS:	  57904.168	U	23236.131  449.957	16.585  0.021	None	Swift	UVOT
OBS:	  57904.169	B	105237.332  1280.606	14.945  0.013	None	Swift	UVOT
OBS:	  57904.169	UVW2	1391.557  55.897	19.641  0.044	None	Swift	UVOT
OBS:	  57904.172	V	232371.573  2896.295	14.085  0.014	None	Swift	UVOT
OBS:	  57918.052	UVW1	3395.184  203.367	18.673  0.065	None	Swift	UVOT
OBS:	  57918.053	U	16705.701  531.576	16.943  0.035	None	Swift	UVOT
OBS:	  57918.053	B	89511.942  1528.905	15.120  0.019	None	Swift	UVOT
OBS:	  57918.056	V	164261.014  3085.159	14.461  0.020	None	Swift	UVOT
OBS:	  57935.469	U	13429.916  914.635	17.180  0.074	None	Swift	UVOT
OBS:	  57935.469	B	75414.541  2709.105	15.306  0.039	None	Swift	UVOT
OBS:	  57935.472	V	110918.452  5341.302	14.887  0.052	None	Swift	UVOT
OBS:	  57937.986	U	14477.245  1102.884	17.098  0.083	None	Swift	UVOT
OBS:	  57937.986	B	75659.967  3160.914	15.303  0.045	None	Swift	UVOT
OBS:	  57937.987	UVW2	427.562  132.707	20.923  0.337	None	Swift	UVOT
OBS:	  57937.988	V	106976.689  6001.036	14.927  0.061	None	Swift	UVOT
OBS:	  57938.326	UVW1	2248.563  159.206	19.120  0.077	None	Swift	UVOT
OBS:	  57938.329	U	11832.176  611.244	17.317  0.056	None	Swift	UVOT
OBS:	  57938.330	B	70555.940  1846.612	15.379  0.028	None	Swift	UVOT
OBS:	  57938.335	V	107723.579  3714.016	14.919  0.037	None	Swift	UVOT
OBS:	  57948.696	UVW1	1713.285  138.684	19.415  0.088	None	Swift	UVOT
OBS:	  57948.697	U	8874.984  277.377	17.630  0.034	None	Swift	UVOT
OBS:	  57948.698	B	61120.129  830.205	15.535  0.015	None	Swift	UVOT
OBS:	  57948.700	V	80819.046  2576.362	15.231  0.035	None	Swift	UVOT
OBS:	  57953.275	U	9085.791  602.227	17.604  0.072	None	Swift	UVOT
OBS:	  57953.276	B	58064.492  1851.518	15.590  0.035	None	Swift	UVOT
OBS:	  57953.278	V	76302.120  3288.918	15.294  0.047	None	Swift	UVOT
OBS:	  57960.503	U	7120.946  372.733	17.869  0.057	None	Swift	UVOT
OBS:	  57960.503	B	53635.941  1233.844	15.676  0.025	None	Swift	UVOT
OBS:	  57960.506	V	68722.566  2174.158	15.407  0.034	None	Swift	UVOT
OBS:	  59100.525	UVW2	383.707  383.001	21.040  1.080	None	Swift	UVOT
OBS:	  59100.533	UVW1	428.549  427.759	20.920  1.080	None	Swift	UVOT
OBS:	  59107.765	UVW2	383.707  383.001	21.040  1.080	None	Swift	UVOT
OBS:	  59107.773	UVW1	432.514  431.717	20.910  1.080	None	Swift	UVOT
OBS:	  59114.212	UVW2	387.258  386.544	21.030  1.080	None	Swift	UVOT
OBS:	  59114.219	UVW1	413.048  412.287	20.960  1.080	None	Swift	UVOT
OBS:	  59489.451	UVW1	340.408  339.781	21.170  1.080	None	Swift	UVOT
OBS:	  59489.454	U	409.261  408.507	20.970  1.080	None	Swift	UVOT
OBS:	  57839.749	B	88715344000000000.000  81690003683241.250	-14.870  0.001	None	Siding_Spring_1m	Sinistro
OBS:	  57839.774	B	95452612000000000.000  87893749539594.844	-14.949  0.001	None	Siding_Spring_1m	Sinistro
OBS:	  57840.844	B	2780007.243  7862.234	11.390  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57840.847	V	2383323.866  5548.312	11.557  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57840.848	gp	2653775.149  5989.941	11.440  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57840.850	rp	2031261.242  4241.010	11.731  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57840.852	ip	1299212.549  3361.805	12.216  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57842.008	B	2788099.790  7209.243	11.386  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57842.011	V	2401436.031  6605.718	11.549  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57842.013	gp	2706163.217  5969.730	11.419  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57842.015	rp	2046974.935  4201.228	11.722  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57842.017	ip	1271648.240  3202.111	12.239  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57842.844	B	2689644.757  7632.441	11.426  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57842.846	V	2381905.075  6764.812	11.558  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57842.848	gp	2630305.951  5901.608	11.450  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57842.851	rp	2055645.311  4317.421	11.718  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57842.853	ip	1220158.536  3225.855	12.284  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57844.062	B	2627780.697  6765.319	11.451  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57844.064	V	2354245.718  5284.190	11.570  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57844.066	gp	2608133.328  5764.393	11.459  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57844.068	rp	2053969.155  4186.873	11.718  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57844.071	ip	1189323.163  2979.173	12.311  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57844.385	B	2485332.036  9798.978	11.511  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57844.386	V	2321812.925  5669.371	11.585  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57844.387	rp	2046705.748  4286.792	11.723  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57844.387	ip	1175697.476  3051.341	12.324  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57858.266	U	71611.463  71611.463	15.363  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57858.269	B	807854.835  3462.563	12.731  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57858.270	V	1260834.998  3831.377	12.248  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57858.273	gp	1081535.809  3309.548	12.414  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57858.274	rp	1079675.012  3044.478	12.416  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57858.277	ip	690059.899  2423.030	12.903  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57859.450	B	709584.215  2849.837	12.872  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57859.452	V	1197089.293  3342.298	12.304  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57859.453	gp	997078.090  2215.394	12.503  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57859.456	rp	1066793.582  2761.785	12.430  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57859.458	ip	714734.023  1812.827	12.864  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57859.504	B	706425.490  2774.990	12.878  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57859.505	V	1173505.648  3264.287	12.326  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57859.506	rp	1055020.320  2756.687	12.442  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57859.507	ip	706033.111  1823.261	12.878  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57860.675	ip	705868.979  2400.474	12.878  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57861.500	B	580272.954  2327.395	13.091  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57861.501	V	1067392.037  2925.180	12.429  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57861.502	rp	1011037.349  2607.644	12.488  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57861.503	ip	726850.415  1817.085	12.846  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57861.792	U	57500653318.165  57500653318.165	0.601  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57861.796	B	574506.159  1763.512	13.102  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57861.799	V	1070324.553  2926.654	12.426  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57861.800	gp	826977.097  2255.069	12.707  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57861.803	rp	1030572.493  2656.700	12.467  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57861.804	ip	748251.412  1868.724	12.815  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57862.830	U	92275825677.111  92275825677.111	0.087  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57862.832	B	512135.068  1904.597	13.227  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57862.834	V	1012440.529  2833.769	12.486  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57862.836	gp	757770.291  2069.440	12.801  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57862.838	rp	1009913.580  2622.385	12.489  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57862.841	ip	760594.095  2488.528	12.797  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57863.545	B	8486162000000000.000  31256581952117.863	-12.322  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57863.546	V	11425772000000000.000  42083874769797.422	-12.645  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57863.547	rp	904704.674  9400.002	12.609  0.011	None	Siding_Spring_1m	Sinistro
OBS:	  57863.548	ip	714458.663  3790.816	12.865  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57863.948	U	383714583130661.625  383714583130661.625	-8.960  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57863.953	B	19720742000000000.000  54477187845303.867	-13.237  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57863.955	V	32827031000000000.000  60454937384898.711	-13.791  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57863.957	gp	48536841000000000.000  89386447513812.156	-14.215  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57863.959	rp	977490.756  2528.695	12.525  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57863.961	ip	751044.654  1870.105	12.810  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57865.120	B	422081.866  1572.300	13.436  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57865.122	V	900950.157  2481.976	12.613  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57865.125	gp	627096.040  1711.721	13.007  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57865.126	rp	945816.416  2450.428	12.560  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57865.128	ip	754283.878  1912.185	12.806  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57867.000	B	359324.140  2080.106	13.611  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57867.001	V	820025.662  3017.981	12.716  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57867.002	rp	887620.673  2438.577	12.630  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57867.003	ip	763925.463  2646.329	12.793  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57867.007	U	87116315430.552  87116315430.552	0.150  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57867.013	B	360013.534  1760.442	13.610  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57867.015	V	812092.312  3158.330	12.726  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57867.016	gp	538252.964  1978.668	13.173  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57867.019	rp	891874.990  2567.553	12.625  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57867.021	ip	772965.767  2839.616	12.779  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57867.193	U	27034.658  27034.658	16.420  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57867.195	B	366116.237  1668.582	13.591  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57867.197	V	832438.591  2283.563	12.699  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57867.200	gp	552764.216  1510.329	13.144  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57867.201	rp	912364.483  2361.989	12.600  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57867.203	ip	776364.520  1949.107	12.775  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57867.957	U	294723662351638.750  294723662351638.750	-8.674  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57867.967	B	342321.803  959.091	13.664  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57867.972	V	795976.699  1694.864	12.747  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57867.977	gp	518489.008  1132.939	13.213  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57867.980	rp	892144.724  1788.591	12.624  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57867.984	ip	13997.844  13997.844	17.135  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57871.728	B	263557.504  735.676	13.948  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57871.734	V	663913.111  1410.356	12.945  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57874.739	B	225170.972  628.994	14.118  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57874.742	V	567656.215  1210.118	13.115  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57874.746	gp	334976.162  728.594	13.688  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57874.753	rp	651577.872  1302.568	12.965  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57874.757	ip	694163.340  1273.932	12.896  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57875.730	U	80398.883  80398.883	15.237  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57875.734	B	207912.481  782.509	14.205  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57875.742	V	533202.853  1512.847	13.182  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57875.746	gp	309481.362  859.589	13.774  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57875.749	rp	616992.484  1326.575	13.024  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57875.755	ip	631794.888  1687.956	12.999  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57876.361	B	199994.972  1438.716	14.248  0.008	None	Siding_Spring_1m	Sinistro
OBS:	  57876.362	V	514338.525  1823.693	13.222  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57876.363	rp	589809.694  1559.729	13.073  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57876.364	ip	616392.530  2046.441	13.025  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57876.762	B	206444.528  596.952	14.213  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57876.765	V	519505.228  1395.597	13.211  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57876.769	gp	301267.412  662.573	13.803  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57876.777	rp	605701.481  1229.210	13.045  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57876.781	ip	617291.094  1169.430	13.024  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57876.806	B	203938.506  594.205	14.226  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57876.809	V	516614.441  1384.026	13.217  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57876.813	gp	300109.446  661.030	13.807  0.002	None	Siding_Spring_1m	Sinistro
OBS:	  57877.053	U	126401.930  1070.227	14.746  0.009	None	Siding_Spring_1m	Sinistro
OBS:	  57877.058	B	194730.202  852.327	14.277  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57877.061	V	494432.226  1341.892	13.265  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57877.064	gp	289705.007  787.437	13.846  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57877.068	rp	558457.052  1441.800	13.132  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57877.070	ip	581965.904  1431.912	13.088  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57878.554	B	187540.443  1162.556	14.317  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57878.555	V	468874.567  1619.301	13.322  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57878.556	rp	534898.204  1391.025	13.179  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57878.557	ip	559359.982  1821.074	13.131  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57879.915	B	183725.286  656.128	14.339  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57879.919	V	444338.730  1196.353	13.380  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57879.923	rp	503652.691  1293.179	13.244  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57879.925	ip	515553.379  1260.354	13.220  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57879.999	B	181758.431  785.406	14.351  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57880.004	V	440123.549  1491.092	13.391  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57880.005	gp	265995.428  723.354	13.938  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57880.009	rp	499703.257  1285.284	13.254  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57880.012	ip	513201.908  1258.967	13.224  0.003	None	Siding_Spring_1m	Sinistro
OBS:	  57881.512	B	170422.728  1379.519	14.421  0.009	None	Siding_Spring_1m	Sinistro
OBS:	  57881.513	V	411290.145  1794.494	13.464  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57881.514	rp	451193.642  1558.737	13.364  0.004	None	Siding_Spring_1m	Sinistro
