# CREATED_DATE: 2018-05-04T04:21:19.693Z
# MODIFIED_DATE: 2020-07-19T21:44:13.224Z
# STATUS: Ignore
# OBS_GROUP: ASAS-SN
# NON_DETECT_BAND: None
# BEST_SPEC_CLASS: SN Ib/c
# PHOTO_CLASS: None
# CONTEXT_CLASS: None
# BEST_SPECTRUM: None
# HOST: Host: 2MASX J09312389+1748029; (09:31:23.93, +17:48:02.81)
# ABS_MAG_PEAK_BAND: None
# ANTARES_CLASSIFICATION: None
# INTERNAL_SURVEY: None
# NAME: 2018beh
# RA: 142.845833333333
# DEC: 17.8083111111111
# RA_ERR: None
# DEC_ERR: None
# DISC_DATE: 2018-05-04T00:57:36Z
# REDSHIFT: 0.478101
# REDSHIFT_ERR: None
# REDSHIFT_SOURCE: None
# NON_DETECT_DATE: 2018-05-03T01:40:48Z
# NON_DETECT_LIMIT: 17.5
# MW_EBV: 0.0319
# ABS_MAG_PEAK: None
# ABS_MAG_PEAK_DATE: None
# POSTAGE_STAMP_FILE: None
# POSTAGE_STAMP_REF: None
# POSTAGE_STAMP_DIFF: None
# POSTAGE_STAMP_FILE_FITS: None
# POSTAGE_STAMP_REF_FITS: None
# POSTAGE_STAMP_DIFF_FITS: None
# K2_VALIDATED: None
# K2_MSG: None
# TNS_SPEC_CLASS: SN Ib/c
# POINT_SOURCE_PROBABILITY: None
# SLUG: 2018beh
# REAL_BOGUS_SCORE: None
# HAS_HST: None
# HAS_SPITZER: None
# HAS_CHANDRA: None
# TAGS: []

VARLIST:  MJD		 FLT  FLUXCAL	FLUXCALERR	  MAG	  MAGERR	 MAGSYS	  TELESCOPE	   INSTRUMENT
OBS:	  58242.040	g-Sloan	10964.782  0.000	17.400  0.000	None	Unknown	Unknown
OBS:	  58261.379	B	5456.208  5456.208	18.158  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58261.385	V	9992.649  9992.649	17.501  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58261.391	gp	7682.250  7682.250	17.786  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58261.394	rp	6937.064  6937.064	17.897  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58261.400	ip	8918.292  8918.292	17.624  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58265.969	B	2291.532  2291.532	19.100  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58265.977	V	2053.999  2053.999	19.218  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58265.982	gp	1584.540  1584.540	19.500  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58265.986	rp	3499.094  3499.094	18.640  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58265.988	ip	1940.021  1940.021	19.280  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58271.969	B	1590.160  1590.160	19.496  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58271.975	V	1525.005  1525.005	19.542  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58271.979	gp	768.577  768.577	20.286  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58271.985	rp	1032.602  1032.602	19.965  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58271.989	ip	1283.693  1283.693	19.729  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58275.962	B	2091.772  2091.772	19.199  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58275.968	V	2058.728  2058.728	19.216  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58275.972	gp	1328.540  1328.540	19.692  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58275.978	rp	2335.963  2335.963	19.079  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58275.983	ip	3540.009  3540.009	18.627  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58288.958	B	2882.868  2882.868	18.850  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58288.963	V	3085.567  3085.567	18.777  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58288.968	gp	1507.340  1507.340	19.554  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58288.973	rp	1693.781  1693.781	19.428  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  58288.975	ip	2072.367  2072.367	19.209  1.086	None	Siding_Spring_1m	Sinistro
# END: 
