# CREATED_DATE: 2018-03-19T18:51:40.018Z
# MODIFIED_DATE: 2021-10-01T22:11:19.501Z
# STATUS: FollowupFinished
# OBS_GROUP: Unknown
# NON_DETECT_BAND: Gaia-Photometric - G
# BEST_SPEC_CLASS: SN Ia
# PHOTO_CLASS: SN Ia
# CONTEXT_CLASS: None
# BEST_SPECTRUM: None
# HOST: Host: NGC 6384; (17:32:24.30, +07:03:37.01)
# ABS_MAG_PEAK_BAND: None
# ANTARES_CLASSIFICATION: None
# INTERNAL_SURVEY: Foundation
# NAME: 2017drh
# RA: 263.108541666667
# DEC: 7.0632
# RA_ERR: None
# DEC_ERR: None
# DISC_DATE: 2017-05-03T13:55:12Z
# REDSHIFT: 0.005554
# REDSHIFT_ERR: None
# REDSHIFT_SOURCE: None
# NON_DETECT_DATE: 2017-04-30T11:58:33Z
# NON_DETECT_LIMIT: 21.5
# MW_EBV: 0.1063
# ABS_MAG_PEAK: None
# ABS_MAG_PEAK_DATE: None
# POSTAGE_STAMP_FILE: None
# POSTAGE_STAMP_REF: None
# POSTAGE_STAMP_DIFF: None
# POSTAGE_STAMP_FILE_FITS: None
# POSTAGE_STAMP_REF_FITS: None
# POSTAGE_STAMP_DIFF_FITS: None
# K2_VALIDATED: None
# K2_MSG: 
# TNS_SPEC_CLASS: SN Ia
# POINT_SOURCE_PROBABILITY: 0.177
# SLUG: 2017drh
# REAL_BOGUS_SCORE: None
# HAS_HST: True
# HAS_SPITZER: None
# HAS_CHANDRA: False
# TAGS: [3, 11, 13, 19]

VARLIST:  MJD		 FLT  FLUXCAL	FLUXCALERR	  MAG	  MAGERR	 MAGSYS	  TELESCOPE	   INSTRUMENT
OBS:	  57972.358	G	4017.908  740.126	18.490  0.200	None	Gaia	Gaia-Photometric
OBS:	  57882.222	V	20849.931  3306.182	16.702  0.172	None	Siding_Spring_1m	Sinistro
OBS:	  57882.229	gp	37777.250  37777.250	16.057  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57882.232	rp	51704.066  2400.408	15.716  0.050	None	Siding_Spring_1m	Sinistro
OBS:	  57882.236	ip	68573.884  5459.836	15.409  0.086	None	Siding_Spring_1m	Sinistro
OBS:	  57882.314	B	9433.235  262.570	17.563  0.030	None	Siding_Spring_1m	Sinistro
OBS:	  57882.322	V	26952.318  331.264	16.424  0.013	None	Siding_Spring_1m	Sinistro
OBS:	  57882.327	rp	48668.721  291.920	15.782  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57882.417	B	9328.601  311.111	17.575  0.036	None	Siding_Spring_1m	Sinistro
OBS:	  57882.422	V	27238.677  409.733	16.412  0.016	None	Siding_Spring_1m	Sinistro
OBS:	  57882.427	gp	15335.834  230.099	17.036  0.016	None	Siding_Spring_1m	Sinistro
OBS:	  57882.432	rp	49048.669  382.200	15.774  0.008	None	Siding_Spring_1m	Sinistro
OBS:	  57882.434	ip	72117.492  496.502	15.354  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57882.551	B	10303.137  855.880	17.467  0.090	None	Siding_Spring_1m	Sinistro
OBS:	  57882.553	V	27465.473  994.093	16.403  0.039	None	Siding_Spring_1m	Sinistro
OBS:	  57882.555	rp	50606.659  813.798	15.739  0.017	None	Siding_Spring_1m	Sinistro
OBS:	  57882.556	ip	73221.501  1045.090	15.338  0.016	None	Siding_Spring_1m	Sinistro
OBS:	  57882.597	B	9352.834  492.705	17.572  0.057	None	Siding_Spring_1m	Sinistro
OBS:	  57882.600	V	27736.487  672.152	16.393  0.026	None	Siding_Spring_1m	Sinistro
OBS:	  57882.603	gp	15705.788  394.292	17.010  0.027	None	Siding_Spring_1m	Sinistro
OBS:	  57882.609	rp	50829.479  536.835	15.735  0.011	None	Siding_Spring_1m	Sinistro
OBS:	  57882.613	ip	72504.437  635.359	15.349  0.010	None	Siding_Spring_1m	Sinistro
OBS:	  57882.718	gp	16126.668  315.926	16.981  0.021	None	Siding_Spring_1m	Sinistro
OBS:	  57882.720	rp	51636.916  357.199	15.717  0.008	None	Siding_Spring_1m	Sinistro
OBS:	  57883.043	B	10202.412  246.630	17.478  0.026	None	Siding_Spring_1m	Sinistro
OBS:	  57883.049	V	30506.821  347.562	16.289  0.012	None	Siding_Spring_1m	Sinistro
OBS:	  57883.053	gp	16761.152  205.575	16.939  0.013	None	Siding_Spring_1m	Sinistro
OBS:	  57883.059	rp	53980.426  323.240	15.669  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57883.065	ip	78643.793  467.832	15.260  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57886.995	B	14917.911  279.542	17.066  0.020	None	Siding_Spring_1m	Sinistro
OBS:	  57886.998	V	46594.230  408.544	15.829  0.010	None	Siding_Spring_1m	Sinistro
OBS:	  57887.002	gp	25146.715  241.929	16.498  0.010	None	Siding_Spring_1m	Sinistro
OBS:	  57887.008	rp	76027.651  396.652	15.298  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57887.014	ip	99359.278  515.312	15.007  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57888.007	B	15232.859  355.449	17.043  0.025	None	Siding_Spring_1m	Sinistro
OBS:	  57888.010	V	48107.704  554.919	15.794  0.013	None	Siding_Spring_1m	Sinistro
OBS:	  57888.011	rp	78071.425  692.549	15.269  0.010	None	Siding_Spring_1m	Sinistro
OBS:	  57888.013	ip	98311.673  867.873	15.018  0.010	None	Siding_Spring_1m	Sinistro
OBS:	  57888.040	B	15282.374  272.496	17.040  0.019	None	Siding_Spring_1m	Sinistro
OBS:	  57888.046	V	47616.199  504.762	15.805  0.012	None	Siding_Spring_1m	Sinistro
OBS:	  57888.052	gp	25757.259  271.497	16.473  0.011	None	Siding_Spring_1m	Sinistro
OBS:	  57888.057	rp	79114.302  490.592	15.254  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57888.059	ip	96544.337  594.732	15.038  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57889.567	B	15042.647  752.335	17.056  0.054	None	Siding_Spring_1m	Sinistro
OBS:	  57889.569	V	48582.032  1498.316	15.784  0.033	None	Siding_Spring_1m	Sinistro
OBS:	  57889.571	rp	78429.507  1562.327	15.264  0.022	None	Siding_Spring_1m	Sinistro
OBS:	  57889.572	ip	92927.968  2534.005	15.080  0.030	None	Siding_Spring_1m	Sinistro
OBS:	  57889.977	B	15992.929  197.364	16.991  0.013	None	Siding_Spring_1m	Sinistro
OBS:	  57889.983	V	51087.230  310.680	15.729  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57891.012	B	15599.297  164.127	17.018  0.011	None	Siding_Spring_1m	Sinistro
OBS:	  57891.015	V	51864.958  313.560	15.713  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57891.019	gp	27822.767  167.084	16.389  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57891.026	rp	83064.987  288.858	15.201  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57891.028	ip	88211.394  368.748	15.137  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57891.920	B	15392.302  203.286	17.032  0.014	None	Siding_Spring_1m	Sinistro
OBS:	  57891.922	V	51571.221  355.636	15.719  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57891.924	rp	83064.184  425.741	15.201  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57891.925	ip	86191.865  588.270	15.161  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57891.957	B	15432.788  147.431	17.029  0.010	None	Siding_Spring_1m	Sinistro
OBS:	  57891.962	V	51927.042  311.687	15.712  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57891.966	gp	27293.828  161.857	16.410  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57891.974	rp	82803.691  346.830	15.205  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57891.978	ip	86442.845  431.727	15.158  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57895.001	B	13790.515  308.547	17.151  0.024	None	Siding_Spring_1m	Sinistro
OBS:	  57895.007	V	51017.683  304.512	15.731  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57895.011	gp	26231.302  131.462	16.453  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57895.016	rp	79791.198  269.603	15.245  0.004	None	Siding_Spring_1m	Sinistro
OBS:	  57895.021	ip	79928.083  332.842	15.243  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57895.706	B	12475.432  164.242	17.260  0.014	None	Siding_Spring_1m	Sinistro
OBS:	  57895.710	V	47685.299  329.168	15.804  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57895.712	gp	24474.737  166.691	16.528  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57895.718	rp	74106.250  377.958	15.325  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57895.718	B	12822.630  157.041	17.230  0.013	None	Siding_Spring_1m	Sinistro
OBS:	  57895.721	V	49778.125  297.900	15.758  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57895.724	ip	76567.832  454.600	15.290  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57896.698	B	12151.238  182.413	17.289  0.016	None	Siding_Spring_1m	Sinistro
OBS:	  57896.704	V	46960.668  367.333	15.821  0.008	None	Siding_Spring_1m	Sinistro
OBS:	  57896.708	gp	23195.951  221.956	16.587  0.010	None	Siding_Spring_1m	Sinistro
OBS:	  57896.713	rp	70462.296  3606.572	15.380  0.056	None	Siding_Spring_1m	Sinistro
OBS:	  57897.989	B	11126.509  166.755	17.384  0.016	None	Siding_Spring_1m	Sinistro
OBS:	  57897.991	V	44442.793  344.843	15.881  0.008	None	Siding_Spring_1m	Sinistro
OBS:	  57897.993	rp	66631.433  399.471	15.441  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57897.994	ip	66269.305  574.652	15.446  0.009	None	Siding_Spring_1m	Sinistro
OBS:	  57899.684	Unknown	8887.955  165.521	17.628  0.020	None	Siding_Spring_1m	Sinistro
OBS:	  57899.684	B	8887.955  165.521	17.628  0.020	None	Siding_Spring_1m	Sinistro
OBS:	  57899.687	V	38965.837  372.036	16.023  0.010	None	Siding_Spring_1m	Sinistro
OBS:	  57899.688	rp	56231.739  435.462	15.625  0.008	None	Siding_Spring_1m	Sinistro
OBS:	  57899.690	ip	57898.535  551.867	15.593  0.010	None	Siding_Spring_1m	Sinistro
OBS:	  57899.712	Unknown	8931.106  141.759	17.622  0.017	None	Siding_Spring_1m	Sinistro
OBS:	  57899.712	B	8931.106  141.759	17.622  0.017	None	Siding_Spring_1m	Sinistro
OBS:	  57899.719	V	39077.230  302.650	16.020  0.008	None	Siding_Spring_1m	Sinistro
OBS:	  57899.721	gp	19649.844  133.632	16.766  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57899.727	rp	57215.774  289.476	15.606  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57899.731	ip	58166.287  395.809	15.589  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57901.535	B	25166.523  25166.523	16.498  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57901.538	Unknown	34169.050  580.586	16.166  0.018	None	Siding_Spring_1m	Sinistro
OBS:	  57901.538	V	34169.050  580.586	16.166  0.018	None	Siding_Spring_1m	Sinistro
OBS:	  57901.539	rp	50260.584  624.973	15.747  0.014	None	Siding_Spring_1m	Sinistro
OBS:	  57901.541	ip	52852.433  1139.568	15.692  0.023	None	Siding_Spring_1m	Sinistro
OBS:	  57903.000	B	6305.390  151.984	18.001  0.026	None	Siding_Spring_1m	Sinistro
OBS:	  57903.003	V	31965.088  363.603	16.238  0.012	None	Siding_Spring_1m	Sinistro
OBS:	  57903.005	rp	49448.362  338.125	15.764  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57903.007	ip	57307.058  494.694	15.605  0.009	None	Siding_Spring_1m	Sinistro
OBS:	  57904.693	B	661965000000000.000  18895870165745.855	-9.552  0.031	None	Siding_Spring_1m	Sinistro
OBS:	  57904.698	V	2619746000000000.000  26535180478821.359	-11.046  0.011	None	Siding_Spring_1m	Sinistro
OBS:	  57904.700	gp	3000757000000000.000  30394407918968.688	-11.193  0.011	None	Siding_Spring_1m	Sinistro
OBS:	  57904.705	rp	46199.528  315.782	15.838  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57904.709	ip	57572.440  444.841	15.600  0.008	None	Siding_Spring_1m	Sinistro
OBS:	  57905.694	B	4728.909  170.415	18.313  0.039	None	Siding_Spring_1m	Sinistro
OBS:	  57905.697	V	27065.737  357.479	16.419  0.014	None	Siding_Spring_1m	Sinistro
OBS:	  57905.699	rp	46481.405  361.875	15.832  0.008	None	Siding_Spring_1m	Sinistro
OBS:	  57905.716	B	4526.624  113.136	18.360  0.027	None	Siding_Spring_1m	Sinistro
OBS:	  57905.718	V	27721.403  263.430	16.393  0.010	None	Siding_Spring_1m	Sinistro
OBS:	  57905.720	rp	46706.449  235.004	15.827  0.005	None	Siding_Spring_1m	Sinistro
OBS:	  57905.722	ip	60477.423  357.302	15.546  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57908.596	B	3566.771  144.863	18.619  0.044	None	Siding_Spring_1m	Sinistro
OBS:	  57908.599	V	24366.923  253.819	16.533  0.011	None	Siding_Spring_1m	Sinistro
OBS:	  57908.600	rp	43512.103  256.788	15.904  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57908.602	ip	62197.427  365.202	15.515  0.006	None	Siding_Spring_1m	Sinistro
OBS:	  57909.881	B	3022.696  250.714	18.799  0.090	None	Siding_Spring_1m	Sinistro
OBS:	  57909.887	V	22874.685  385.017	16.602  0.018	None	Siding_Spring_1m	Sinistro
OBS:	  57909.893	gp	8262.719  191.507	17.707  0.025	None	Siding_Spring_1m	Sinistro
OBS:	  57909.896	rp	43053.103  333.688	15.915  0.008	None	Siding_Spring_1m	Sinistro
OBS:	  57909.902	ip	62053.201  425.162	15.518  0.007	None	Siding_Spring_1m	Sinistro
OBS:	  57913.225	gp	6502.500  335.985	17.968  0.056	None	Siding_Spring_1m	Sinistro
OBS:	  57913.232	rp	38132.000  505.279	16.046  0.014	None	Siding_Spring_1m	Sinistro
OBS:	  57913.246	V	20648.298  651.018	16.713  0.034	None	Siding_Spring_1m	Sinistro
OBS:	  57913.250	ip	61331.928  647.917	15.530  0.011	None	Siding_Spring_1m	Sinistro
OBS:	  57913.255	B	6661.389  6661.389	17.941  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57915.278	B	2150.861  465.524	19.168  0.235	None	Siding_Spring_1m	Sinistro
OBS:	  57915.281	V	18310.655  728.580	16.843  0.043	None	Siding_Spring_1m	Sinistro
OBS:	  57915.283	rp	35103.628  657.393	16.137  0.020	None	Siding_Spring_1m	Sinistro
OBS:	  57915.284	ip	58557.696  885.520	15.581  0.016	None	Siding_Spring_1m	Sinistro
OBS:	  57917.270	V	15203.170  324.948	17.045  0.023	None	Siding_Spring_1m	Sinistro
OBS:	  57917.274	ip	53782.681  417.469	15.674  0.008	None	Siding_Spring_1m	Sinistro
OBS:	  57917.284	gp	4809.245  221.855	18.295  0.050	None	Siding_Spring_1m	Sinistro
OBS:	  57917.298	rp	30179.387  342.776	16.300  0.012	None	Siding_Spring_1m	Sinistro
OBS:	  57919.379	rp	26450.580  226.857	16.444  0.009	None	Siding_Spring_1m	Sinistro
OBS:	  57919.386	gp	3811.715  291.564	18.547  0.083	None	Siding_Spring_1m	Sinistro
OBS:	  57919.389	B	74081.879  74081.879	15.326  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57919.559	V	13992.957  13992.957	17.135  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57919.563	gp	3966.043  142.770	18.504  0.039	None	Siding_Spring_1m	Sinistro
OBS:	  57919.572	rp	12378.063  12378.063	17.268  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57919.580	gp	4038.520  216.023	18.485  0.058	None	Siding_Spring_1m	Sinistro
OBS:	  57919.586	V	13004.330  397.147	17.215  0.033	None	Siding_Spring_1m	Sinistro
OBS:	  57919.589	B	6671.871  6671.871	17.939  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57919.607	ip	9930.634  9930.634	17.508  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57919.611	rp	7322.663  7322.663	17.838  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57926.573	B	1276.420  72.932	19.735  0.062	None	Siding_Spring_1m	Sinistro
OBS:	  57926.579	ip	29475.675  304.711	16.326  0.011	None	Siding_Spring_1m	Sinistro
OBS:	  57926.583	V	9687.212  313.379	17.535  0.035	None	Siding_Spring_1m	Sinistro
OBS:	  57926.590	gp	3152.138  122.134	18.753  0.042	None	Siding_Spring_1m	Sinistro
OBS:	  57926.594	rp	17267.557  225.724	16.907  0.014	None	Siding_Spring_1m	Sinistro
OBS:	  57930.628	B	10488.306  10488.306	17.448  1.086	None	Siding_Spring_1m	Sinistro
OBS:	  57930.633	V	8571.836  655.936	17.667  0.083	None	Siding_Spring_1m	Sinistro
OBS:	  57930.638	gp	3103.529  100.264	18.770  0.035	None	Siding_Spring_1m	Sinistro
OBS:	  57930.642	rp	14509.840  282.822	17.096  0.021	None	Siding_Spring_1m	Sinistro
OBS:	  57930.644	ip	24464.482  972.621	16.529  0.043	None	Siding_Spring_1m	Sinistro
OBS:	  57932.344	B	5541.692  5541.692	18.141  1.086	None	Siding_Spring_1m	Sinistro
